Baseform,femm,masc
legittimazion,e_i,
legn,a_e,o_i
legnam,,e_i
legnat,a_e,
legum,,e_i
lemb,,o_i
lemm,,a_i
leninism,,o_i
leninist,,a_i
lenocini,,o_i
lenon,,e_i
lent,,o_i
lentezz,a_e,
lenticchi,a_e,
lenz,a_e,
lenzuol,o_a,o_i
leon,,e_i
leoncavallin,,o_i
leoncin,,o_i
leoness,a_e,
leopard,,o_i
lepidezz,a_e,
lepidotter,,o_i
lepr,e_i,
lesbic,a_e,
lesion,e_i,
lessic,,o_i
lessicograf,,o_i
lestofant,,e_i
letam,,e_i
letamai,,o_i
letarg,,o_i
letizi,a_e,
lett,,o_i
letter,a_e,
letterat,,o_i
letteratur,a_e,
letterin,a_e,
lettig,a_e,
lettin,,o_i
letton,,e_i
lettor,,e_i
lettorato,,o_o
lettric,e_i,
lettur,a_e,
leucemi,a_e,
lev,a_e,
levantin,,o_i
levatacci,a_e,
levatric,e_i,
levatur,a_e,
levitazion,e_i,
levrier,,o_i
lezion,e_i,
lezioncin,a_e,
leziosaggin,e_i,
lezz,,o_i
lian,a_e,
libagion,e_i,
libecci,,o_i
libell,,o_i
liberal,l_l,l_l
liberaldemocratic,,o_i
liberaldemocrazi,a_e,
liberalism,,o_i
liberalizzazion,e_i,
liberator,,e_i
liberatori,a_e,
liberazion,e_i,
liberian,,o_i
liberism,,o_i
liberist,a_e,a_i
liberista,a_e,a_i
libert,,o_i
libertin,,o_i
libertinaggi,,o_i
libidin,e_i,
libr,,o_i
librai,,o_i
libreri,a_e,
librett,,o_i
librettist,,a_i
libriccin,,o_i
libricin,,o_i
librin,,o_i
libron,,e_i
lice,,o_i
liceal,,e_i
licenz,a_e,
licenziament,,o_i
licenziat,,o_i
licenziatari,,o_i
lichen,,e_i
licitazion,e_i,
lid,,o_i
lider,,r_r
lievit,,o_i
lievitazion,e_i,
ligi,,o_i
lignaggi,,o_i
ligure,e_i,e_i
liguri,e_i,e_i
lillipuzian,,o_i
limatur,a_e,
limb,,o_i
limit,,e_i
limitatezz,a_e,
limitator,,e_i
limitazion,e_i,
limitrof,,o_i
limon,,e_i
limonat,a_e,
limousine,e_e,
limpidezz,a_e,
lin,,o_i
linciaggi,,o_i
line,a_e,
lineament,,o_i
linf,a_e,
linfocit,,o_i
linfom,,a_i
linfonod,,o_i
lingott,,o_i
lingu,a_e,
linguacci,a_e,
linguaggi,,o_i
linguett,a_e,
linguist,,a_i
linguistic,a_e,
link,,k_s
linkage,,e_e
liones,,e_i
liposuzion,e_i,
liquam,,e_i
liquefazion,e_i,
liquid,,o_i
liquidator,,e_i
liquidazion,e_i,
liquor,,e_i
lir,a_e,
lirett,a_e,
liric,a_e,o_i
lirism,,o_i
lis,,t_s
lisc,a_e,
lisci,,o_i
list,a_e,t_s
listin,,o_i
liston,,e_i
lit,e_i,
litani,a_e,
litigant,,e_i
litigat,a_e,
litigi,,o_i
litografi,a_e,
litoral,,e_i
litr,,o_i
lituan,,o_i
liturgi,a_e,
liut,,o_i
liutai,,o_i
livell,,o_i
livellament,,o_i
livid,,o_i
livor,,e_i
livornes,,e_i
livre,a_e,
lob,,b_b
lobb,y_s,
lobbist,,a_i
lobby,y_y,
lobbyst,,a_i
locale,e_i,e_i
locali,e_i,e_i
localin,,o_i
localism,,o_i
localizzazion,e_i,
locand,a_e,
locandier,a_e,
locandin,a_e,
locatari,,o_i
location,n_n,
locator,,e_i
locazion,e_i,
locomotiv,a_e,
locomotor,,e_i
locomotric,e_i,
locust,a_e,
locuzion,e_i,
lod,e_i,o_i
lodi,e_i,o_i
loft,,t_t
log,,o_i
loggi,a_e,
loggiat,,o_i
loggion,,e_i
loggionist,,a_i
logic,a_e,
logistic,a_e,
logo,,s_i
logor,a_e,
logorament,,o_i
logori,,o_i
logorre,a_e,
lolit,a_e,
lomb,,o_i
lombard,,o_i
lombric,,o_i
londines,,e_i
longitudin,e_i,
longobard,,o_i
lontananz,a_e,
lontr,a_e,
look,,k_k
looping,,g_g
lord,,d_d
losc,a_e,o_i
lott,a_e,o_i
lottator,,e_i
lotteri,a_e,
lottizzat,,o_i
lottizzator,,e_i
lottizzazion,e_i,
lozion,e_i,
lp,,p_p
lubrificant,,e_i
luc,e_i,
lucan,,o_i
lucches,,e_i
lucchett,,o_i
luccicant,,e_i
luccichi,,o_i
luccicon,,e_i
lucciol,a_e,
lucentezz,a_e,
lucernai,,o_i
lucernari,,o_i
lucertol,a_e,
lucertolon,,e_i
lucett,a_e,
lucid,,o_i
lucin,a_e,
lucr,,o_i
ludotec,a_e,
lugli,,o_i
luglio,,o_i
lugubre,e_i,e_i
lugubri,e_i,e_i
lum,,e_i
lumac,a_e,
lumicin,,o_i
lumin,,o_i
luminar,,e_i
luminari,a_e,
luminescenz,a_e,
lun,a_e,
lunari,,o_i
lunett,a_e,
lungaggin,e_i,
lungagnon,,e_i
lungarn,,o_i
lunghezz,a_e,
lungodegent,,e_i
lungolago,,o_o
lungomare,,e_e
lungometraggi,,o_i
lunott,,o_i
luog,,o_i
luogotenent,,e_i
lup,a_e,o_i
lupanar,,e_i
lupar,a_e,
lupett,,o_i
lusing,a_e,
lusinghier,,o_i
luss,,o_i
lussazion,e_i,
lussemburghese,e_i,e_i
lussemburghesi,e_i,e_i
lussuri,a_e,
lustr,,o_i
lustrascarpe,,e_e
lustrin,,o_i
luteran,,o_i
lutt,,o_i
macac,,o_i
maccartism,,o_i
maccheron,,e_i
macchi,a_e,
macchiett,a_e,
macchin,a_e,
macchinari,,o_i
macchinazion,e_i,
macchineri,a_e,
macchinett,a_e,
macchinin,a_e,
macchinist,,a_i
macchinon,a_e,e_i
macchinone,a_e,e_i
macchiolin,a_e,
macedon,,e_i
macedoni,a_e,
macell,,o_i
macellai,,o_i
macellazion,e_i,
macelleri,a_e,
macerazion,e_i,
maceri,a_e,
mach,,o_s
machiavellism,,o_i
machism,,o_i
macign,,o_i
macin,a_e,
macroeconomi,a_e,
macromolecol,a_e,
macroregion,e_i,
macroscopic,a_e,
macrostruttur,a_e,
macumb,a_e,
madonn,a_e,
madonnin,a_e,
madr,e_i,
madrelingu,a_e,
madrepatri,a_e,
madridist,,a_i
madrigal,,e_i
madrilen,,o_i
madrin,a_e,
maestr,a_e,o_i
maestral,,e_i
maestranz,a_e,
maestri,a_e,
maestrin,a_e,o_i
mafi,a_e,
mafiolog,,o_i
mafios,,o_i
mag,a_e,o_i
magagn,a_e,
magazine,,e_e
magazzin,,o_i
magazzinier,,e_i
maggi,,o_i
maggio,,o_i
maggiolin,,o_i
maggioranz,a_e,
maggiorazion,e_i,
maggiordom,,o_i
maggiore,e_i,e_i
maggiorenn,,e_i
maggiorent,,e_i
maggiori,e_i,e_i
maggioritari,,o_i
maghrebin,,o_i
magi,a_e,
magiar,,o_i
magion,e_i,
magister,,o_i
magistral,e_i,
magistrat,,o_i
magistratur,a_e,
magli,a_e,
magliar,,o_i
maglieri,a_e,
magliett,a_e,
maglion,,e_i
maglioncin,,o_i
magm,,a_i
magnaccia,,a_a
magnat,,e_i
magnetism,,o_i
magnetofon,,o_i
magnific,a_e,o_i
magnificenz,a_e,
magniloquenz,a_e,
magnoli,a_e,
magon,,e_i
magr,a_e,o_i
magrebin,,o_i
magrezz,a_e,
maial,,e_i
maialin,,o_i
mail,l_l,
maiolic,a_e,
maiones,e_i,
mais,,s_s
maison,n_n,
maitre,,e_e
maitresse,e_e,
maiuscol,a_e,
majo,r_s,
major,r_s,
mal,,l_l
malaffar,,e_i
malandat,,o_i
malandrin,,o_i
malann,,o_i
malari,a_e,
malasort,e_i,
malat,a_e,o_i
malatti,a_e,
malauguri,,o_i
malavit,a_e,
malcapitat,a_e,o_i
malconci,,o_i
malcostum,,e_i
maldestr,,o_i
maldicenz,a_e,
maledett,a_e,o_i
maledizion,e_i,
maleducat,,o_i
maleducazion,e_i,
malefatt,a_e,
malefic,,o_i
malefici,,o_i
males,,e_i
malesser,,e_i
malevolenz,a_e,
malfattor,,e_i
malformazion,e_i,
malfunzionament,,o_i
malgovern,,o_i
mali,a_e,
malign,,o_i
malinconi,a_e,
malinconic,a_e,o_i
malintenzionat,,o_i
malintes,,o_i
malizi,a_e,
malizios,,o_i
mallopp,,o_i
malnutrizion,e_i,
malocchi,,o_i
malor,,e_i
malt,a_e,
maltemp,,o_i
maltes,,e_i
maltolt,,o_i
maltrattament,,o_i
maltrattat,,o_i
malumor,,e_i
malvagi,,o_i
malversazion,e_i,
malvezz,,o_i
malvivent,,e_i
mamb,,o_i
mamm,a_e,
mamman,a_e,
mammell,a_e,
mammifer,,o_i
mammin,a_e,
mammografi,a_e,
mammol,a_e,
mammolett,a_e,
mammon,,e_i
mammut,,t_t
man,o_i,n_n
manage,,r_s
manager,r_r,r_s
managing,,g_g
manat,a_e,
mancament,,o_i
mancanz,a_e,
manche,e_e,
manchevolezz,a_e,
manci,a_e,
manciat,a_e,
mancin,,o_i
mandament,,o_i
mandant,,e_i
mandarin,,o_i
mandarinat,,o_i
mandat,,o_i
mandatari,,o_i
mandibol,a_e,
mandolin,,o_i
mandri,a_e,
maneggi,,o_i
maneggion,,e_i
manett,a_e,
manfrin,a_e,
mang,,o_i
manganell,,o_i
manganellat,a_e,
mangiapreti,,i_i
mangiatoi,a_e,
mangiator,,e_i
mangim,,e_i
mangimifici,,o_i
mani,a_e,
maniac,a_e,o_i
manic,a_e,o_i
manicarett,,o_i
manicheism,,o_i
manichin,,o_i
manicomi,,o_i
manicott,,o_i
manier,a_e,o_i
manierism,,o_i
manierist,,a_i
manifattur,a_e,
manifatturier,,o_i
manifest,,o_i
manifestante,e_i,e_i
manifestanti,e_i,e_i
manifestazion,e_i,
manifestin,,o_i
manigli,a_e,
manin,a_e,
manipol,,o_i
manipolator,,e_i
manipolazion,e_i,
mann,a_e,
mannai,a_e,
mannequin,n_n,
manodoper,a_e,
manomission,e_i,
manomort,a_e,
manon,a_e,
manopol,a_e,
manoscritt,,o_i
manoval,,e_i
manovalanz,a_e,
manovell,a_e,
manovr,a_e,
manovrator,,e_i
manovrin,a_e,
mansard,a_e,
mansion,e_i,
mant,,o_i
mantell,a_e,o_i
mantellin,a_e,
manteniment,,o_i
mantid,e_i,
mantovan,,o_i
mantra,,a_a
manual,,e_i
manualett,,o_i
manubri,,o_i
manufatt,,o_i
manutentor,,e_i
manutenzion,e_i,
manz,,o_i
maoism,,o_i
maoist,,a_i
mapp,a_e,
mappamond,,o_i
mappatur,a_e,
maquillag,,e_s
mar,,e_i
marachell,a_e,
marasm,,a_i
maraton,a_e,
maratonet,,a_i
marc,a_e,o_i
marcantoni,,o_i
marcator,,e_i
marcatur,a_e,
marcett,a_e,
marches,,e_i
marchett,a_e,
marchi,,o_i
marchigian,,o_i
marchingegn,,o_i
marci,a_e,o_i
marciator,,e_i
marciatric,e_i,
marcium,,e_i
marconist,,a_i
mare,a_e,
mareggiat,a_e,
maremot,,o_i
maresciall,,o_i
marett,a_e,
margherit,a_e,
margin,,e_i
marginal,,e_i
marginalizzazion,e_i,
marin,a_e,e_s
marinai,,o_i
marinar,a_e,
marinarett,,o_i
marine,a_e,e_e
marineri,a_e,
mariol,,o_i
marionett,a_e,
marit,,o_i
marittim,,o_i
mariuol,,o_i
market,,t_t
marketing,,g_g
marm,,o_i
marmellat,a_e,
marmitt,a_e,
marmitton,,e_i
marmott,a_e,
marocchin,a_e,o_i
marpion,,e_i
marron,,e_i
marsiglies,,e_i
marsin,a_e,
marsupi,,o_i
martell,,o_i
martellament,,o_i
martellat,a_e,
martellett,,o_i
martellian,,o_i
martingal,a_e,
martoriat,a_e,
marxism,,o_i
marz,,o_i
marzian,,o_i
marzo,,o_o
mas,,o_i
mascalzon,,e_i
mascalzonat,a_e,
mascarpon,,e_i
mascell,a_e,
mascher,a_e,
mascherament,,o_i
mascheratur,a_e,
mascherin,a_e,
mascheron,,e_i
maschi,,o_i
maschiacci,,o_i
maschiett,,o_i
maschilism,,o_i
maschion,,e_i
mascotte,e_e,
masnad,a_e,
masnadier,,o_i
masochism,,o_i
masochist,,a_i
mass,a_e,o_i
massacr,,o_i
massacrator,,e_i
massaggi,,o_i
massaggiator,,e_i
massaggiatric,e_i,
massai,a_e,
masseri,a_e,
massicci,,o_i
massicciat,a_e,
massificazion,e_i,
massim,,o_i
massimal,,e_i
massimalism,,o_i
massimalist,,a_i
massimizzazion,e_i,
massmediolog,,o_i
masson,,e_i
massoneri,a_e,
master,,r_r
mastic,,e_i
mastin,,o_i
mastodont,,e_i
mastr,,o_i
masturbazion,e_i,
matador,,r_r
matass,a_e,
match,,h_h
matematic,a_e,o_i
materass,,o_i
materassin,,o_i
materi,a_e,
material,,e_i
materialism,,o_i
materialist,,a_i
materializzazion,e_i,
matit,a_e,
matric,e_i,
matricol,a_e,
matrign,a_e,
matrimoni,,o_i
matriosk,a_e,
matron,a_e,
matt,a_e,o_i
mattacchion,,e_i
mattan,a_e,
mattanz,a_e,
mattatoi,,o_i
mattator,,e_i
mattin,a_e,o_i
mattinal,,e_i
mattinat,a_e,
mattocchi,,o_i
matton,,e_i
mattoncin,,o_i
mattonell,a_e,
maturand,,o_i
maturazion,e_i,
mausole,,o_i
maxiaument,,o_i
maxiconcors,,o_i
maxiemendament,,o_i
maxifusion,e_i,
maximult,a_e,
maxiprocess,,o_i
maxischerm,,o_i
maxitangent,e_i,
mazz,a_e,o_i
mazzat,a_e,
mazzett,a_e,o_i
mazzier,,e_i
meandr,,o_i
mecc,a_e,
meccan,,o_i
meccanic,a_e,o_i
meccanism,,o_i
meccanizzazion,e_i,
mecenat,,e_i
mecenatism,,o_i
medagli,a_e,
medaglier,,e_i
medagliett,a_e,
medaglion,,e_i
medi,a_e,
media,a_e,a_a
median,,o_i
mediator,,e_i
mediazion,e_i,
medic,,o_i
medicament,,o_i
medicazion,e_i,
medicin,a_e,
medicinal,,e_i
medievale,e_i,e_i
medievali,e_i,e_i
medievist,,a_i
medin,a_e,
mediocre,e_i,e_i
mediocredit,,o_i
mediocri,e_i,e_i
medioev,,o_i
medioeval,,e_i
mediometraggi,,o_i
meditazion,e_i,
medium,m_m,m_m
medley,,y_y
medus,a_e,
meeting,,g_g
mega,a_a,a_a
megacentr,,o_i
megacentral,e_i,
megaconcert,,o_i
megacontratt,,o_i
megadirigent,,e_i
megadiscotec,a_e,
megafon,,o_i
megafusion,e_i,
megaimpiant,,o_i
megaloman,,e_i
megalomani,a_e,
megalopoli,i_i,
megamult,a_e,
megaproduzion,e_i,
megaprogett,,o_i
megascherm,,o_i
megashow,,w_w
megastadi,,o_i
megastore,,e_e
megastruttur,a_e,
megawatt,,t_t
meglio,o_o,o_o
mel,a_e,o_i
melanconi,a_e,
melanconic,,o_i
melanom,,a_i
melanzan,a_e,
melass,a_e,
melatonin,a_e,
melensaggin,e_i,
melin,a_e,
melm,a_e,
melodi,a_e,
melodramm,,a_i
melogran,,o_i
meloman,,e_i
melon,,e_i
melting,,g_g
membr,,o_i
membran,a_e,
memento,,o_o
memorandum,,m_m
memori,a_e,
memorial,,l_l
memorialist,,a_i
men,,u_s
menage,,e_e
menat,a_e,
mendicant,,e_i
menefreghism,,o_i
menestrell,,o_i
meningit,e_i,
menisc,,o_i
menomazion,e_i,
menopaus,a_e,
mens,a_e,
mensol,a_e,
ment,e_i,o_i
mentecatt,,o_i
menti,e_i,o_i
mentitor,,e_i
mentor,,e_i
menu,,u_s
menzion,e_i,
menzogn,a_e,
menzogner,,o_i
meravigli,a_e,
merc,e_i,
mercant,,e_i
mercanteggiament,,o_i
mercantil,,e_i
mercanzi,a_e,
mercat,,o_i
mercatin,,o_i
mercenari,,o_i
merceri,a_e,
merchandising,,g_g
mercificazion,e_i,
mercimoni,,o_i
mercuri,,o_i
merd,a_e,
merend,a_e,
merendin,a_e,
meretric,e_i,
meridian,a_e,o_i
meridion,,e_i
meridional,,e_i
meridionalism,,o_i
meridionalist,,a_i
meriggi,,o_i
merit,,o_i
meritocrazi,a_e,
merlett,,o_i
merluzz,,o_i
mes,,e_i
meschin,,o_i
meschineri,a_e,
mescolanz,a_e,
mess,a_e,
messagger,,o_i
messaggeri,a_e,
messaggi,,o_i
messagi,,o_i
messal,,e_i
messe,e_i,
messia,,a_a
messianism,,o_i
messican,,o_i
messines,,e_i
messinscen,a_e,
mest,a_e,
mestator,,e_i
mestier,,e_i
mestierant,,e_i
mestizi,a_e,
mestol,,o_i
mestrin,,o_i
mestruazion,e_i,
met,a_e,
metabolism,,o_i
metabolit,,a_i
metafisic,,o_i
metafor,a_e,
metall,,o_i
metallar,,o_i
metallurgi,a_e,
metalmeccanic,,o_i
metamorfosi,i_i,
metan,,o_i
metanizzazion,e_i,
metanodott,,o_i
metastasi,i_i,
meteor,a_e,
meteorite,e_i,e_i
meteoriti,e_i,e_i
meteorolog,,o_i
meteorologi,a_e,
meter,,r_r
metereolog,,o_i
meticci,,o_i
metod,,o_i
metodic,a_e,
metodist,,a_i
metodologi,a_e,
metr,,o_i
metric,a_e,
metro,o_o,o_i
metronom,,o_i
metronotte,,e_e
metropoli,i_i,
metropolit,,a_i
metropolitan,a_e,
mezz,,o_i
mezzadr,,o_i
mezzal,a_e,
mezzalun,a_e,
mezzanin,,o_i
mezzobust,,o_i
mezzofond,,o_i
mezzofondist,a_e,a_i
mezzofondista,a_e,a_i
mezzogiorn,,o_i
mezzor,a_e,
mezzosopran,,o_i
mezzucci,,o_i
miagoli,,o_i
miasm,,a_i
micci,a_e,
mici,,o_i
micidial,e_i,
micro,o_o,o_o
microb,,o_i
microbiolog,,o_i
microchip,,p_p
microcircuit,,o_i
microcosm,,o_i
microfibr,a_e,
microfilm,,m_m
microfon,,o_i
microimpres,a_e,
microorganism,,o_i
microprocessor,,e_i
microrganism,,o_i
microscopi,,o_i
microscopic,,o_i
microspi,a_e,
microstori,a_e,
microstruttur,a_e,
microvettur,a_e,
midoll,,o_i
midwest,,t_t
miel,,e_i
mietitor,,e_i
mig,,g_g
migli,o_a,o_a
migliai,o_a,o_a
migliorament,,o_i
migliori,a_e,
migliorist,,a_i
mignol,,o_i
mignott,a_e,
migrazion,e_i,
milanese,e_i,e_i
milanesi,e_i,e_i
milanist,,a_i
miliard,,o_i
miliardari,a_e,o_i
milion,,e_i
milionari,,o_i
milit,,e_i
militanz,a_e,
militar,,e_i
militarism,,o_i
militarist,,a_i
militarizzazion,e_i,
milizi,a_e,
milizian,,o_i
millantator,,e_i
millanteri,a_e,
mille,,e_e
millenari,,o_i
millenni,,o_i
millesim,,o_i
millimetr,,o_i
milz,a_e,
mim,,o_i
mimesi,i_i,
mimetism,,o_i
mimetizzazion,e_i,
mimic,a_e,
min,a_e,
minacci,a_e,
minacciat,a_e,
minaret,,o_i
minator,,e_i
minerale,e_i,e_i
minerali,e_i,e_i
minestr,a_e,
minestrin,a_e,
minestron,,e_i
mini,i_i,i_i
miniabit,,o_i
miniappartament,,o_i
miniator,,e_i
miniatur,a_e,
miniaturizzazion,e_i,
minibus,,s_s
minicomputer,,r_r
minier,a_e,
minigonn,a_e,
minim,,o_i
minimalism,,o_i
minimalist,,a_i
minimizzazion,e_i,
miniriform,a_e,
miniserie,e_e,
minister,,o_i
ministr,a_e,o_i
minivan,,n_n
minoranz,a_e,
minorat,,o_i
minorazion,e_i,
minorenne,e_i,e_i
minorenni,e_i,e_i
minuett,,o_i
minuscol,a_e,
minusvalenz,a_e,
minut,a_e,o_i
minutagli,a_e,
minuteri,a_e,
minuzi,a_e,
miocardiopati,a_e,
miopi,a_e,
mir,a_e,
miracol,,o_i
miracolat,,o_i
miraggi,,o_i
miriad,e_i,
mirin,,o_i
mirt,,o_i
mirtill,,o_i
misantrop,,o_i
miscel,a_e,
miscellane,a_e,
mischi,a_e,
miscredent,,e_i
miscugli,,o_i
miser,a_e,o_i
miseri,a_e,
misericordi,a_e,
misfatt,,o_i
misogini,a_e,
miss,s_s,
missaggi,,o_i
missil,,e_i
missin,a_e,o_i
mission,e_i,
missionari,,o_i
missiv,a_e,
mist,a_e,o_i
mister,,r_r
mistic,a_e,o_i
misticism,,o_i
mistificator,,e_i
mistificazion,e_i,
mistur,a_e,
misur,a_e,
misurator,,e_i
misurazion,e_i,
mit,,o_i
mitezz,a_e,
mitic,a_e,
mitizzazion,e_i,
mitocondri,,o_i
mitologi,a_e,
mitomane,e_i,e_i
mitomani,e_i,e_i
mitra,,a_a
mitragli,a_e,
mitragliament,,o_i
mitragliat,a_e,
mitragliator,,e_i
mitragliatric,e_i,
mitraglier,a_e,e_i
mitragliere,a_e,e_i
mitragliett,a_e,
mittent,,e_i
mix,,x_x
mobil,,e_i
mobilett,,o_i
mobilier,,e_i
mobilifici,,o_i
mobilitazion,e_i,
mocassin,,o_i
moccios,,o_i
moccol,,o_i
mod,a_e,o_i
modanatur,a_e,
model,l_l,
modell,a_e,o_i
modellin,,o_i
modem,,m_m
modenes,,e_i
moderat,,o_i
moderatism,,o_i
moderator,,e_i
moderazion,e_i,
modernism,,o_i
modernist,,a_i
modernizzator,,e_i
modernizzazion,e_i,
modest,a_e,
modesti,a_e,
modific,a_e,
modificazion,e_i,
modist,a_e,
modul,,o_i
modulazion,e_i,
modus,,s_s
mogan,,o_i
mogli,e_i,
mogliettin,a_e,
mogul,,l_l
moin,a_e,
mol,e_i,o_i
moldav,,o_i
molecol,a_e,
molestator,,e_i
molesti,a_e,
moli,e_i,o_i
molisan,,o_i
moll,a_e,e_i
molle,a_e,e_i
mollett,a_e,
mollezz,a_e,
mollusc,,o_i
moloss,,o_i
molotov,v_v,
moltiplicator,,e_i
moltiplicazion,e_i,
moltitudin,e_i,
moment,,o_i
momentacci,,o_i
momument,,o_i
monac,a_e,o_i
monad,e_i,
monarc,,a_i
monarchi,a_e,
monarchic,,o_i
monaster,,o_i
moncherin,,o_i
moncon,,e_i
mond,,o_i
mondial,,e_i
mondializzazion,e_i,
mondin,a_e,
monegasc,,o_i
monell,,o_i
monet,a_e,
monetarist,,a_i
monetin,a_e,
money,,y_y
mongol,,o_i
mongolfier,a_e,
monit,,o_i
monitor,,r_r
monitoraggi,,o_i
monocameralism,,o_i
monocolor,,e_i
monocoltur,a_e,
monocrom,,o_i
monocultur,a_e,
monografi,a_e,
monolit,,e_i
monolitism,,o_i
monolocal,,e_i
monolog,,o_i
monomani,a_e,
monomotor,,e_i
monopattin,,o_i
monopoli,,o_i
monopolist,,a_i
monoposto,o_o,
monoscaf,,o_i
monosillab,,o_i
monossid,,o_i
monoteism,,o_i
monotip,,o_i
monoton,a_e,
monotoni,a_e,
monovolume,e_e,e_e
monsignor,,r_i
monson,,e_i
mont,,e_i
montacarichi,,i_i
montaggi,,o_i
montagn,a_e,
montagnol,a_e,
montanar,,o_i
montarozz,,o_i
montator,,e_i
montatur,a_e,
montenegrin,,o_i
monton,,e_i
monument,,o_i
monzes,,e_i
mood,,d_d
moquette,e_e,
mor,a_e,o_i
moral,e_i,
morale,e_i,
moralism,,o_i
moralist,,a_i
moralizzator,,e_i
moralizzazion,e_i,
moratori,a_e,
morb,,o_i
morbidezz,a_e,
morbill,,o_i
morent,,e_i
morett,a_e,o_i
morfologi,a_e,
mori,a_e,
moribond,,o_i
mormon,,e_i
mormori,,o_i
morote,,o_i
mors,a_e,o_i
mort,e_i,o_i
mortadell,a_e,
mortai,,o_i
mortal,,e_i
mortarett,,o_i
morti,e_i,o_i
mortificazion,e_i,
mosaic,,o_i
mosc,a_e,
moscerin,,o_i
mosche,a_e,
moschett,,o_i
moschettier,,e_i
moschetton,,e_i
moscon,,e_i
moscovit,a_e,a_i
moscovita,a_e,a_i
moss,a_e,
most,,o_i
mostr,a_e,o_i
mostriciattol,,o_i
mostrin,a_e,
mot,,o_i
motel,,l_l
motiv,,o_i
motivazion,e_i,
motivett,,o_i
moto,o_o,o_i
motocarr,,o_i
motocicl,,o_i
motociclett,a_e,
motociclist,,a_i
motolanci,a_e,
motomondial,,e_i
motonav,e_i,
motopescherecci,,o_i
motor,,e_i
motorett,a_e,
motorin,,o_i
motorist,,a_i
motorizzazion,e_i,
motoscaf,,o_i
motoseg,a_e,
motoslitt,a_e,
motovedett,a_e,
motoveicol,,o_i
motric,e_i,
mott,,o_i
mottett,,o_i
mouse,,e_e
movent,,e_i
movenz,a_e,
moviment,,o_i
movimentazion,e_i,
movimentism,,o_i
movimentist,,a_i
moviol,a_e,
mozambican,,o_i
mozion,e_i,
mozz,,o_i
mozzarell,a_e,
mozzicon,,e_i
muc,,o_i
mucc,a_e,
mucchi,,o_i
mucchiett,,o_i
mucillaggin,e_i,
mucillagin,e_i,
muezzin,,n_n
muff,a_e,
muflon,,e_i
mufti,,i_i
muggit,,o_i
mugoli,,o_i
mugugn,,o_i
mujaheddin,,n_n
mujahiddin,,n_n
mul,,o_i
mulatt,a_e,o_i
mulattier,a_e,
mulett,,o_i
mulin,,o_i
mulinell,,o_i
mullah,,h_h
mult,a_e,
multiculturalism,,o_i
multimedia,,a_a
multimiliardari,,o_i
multinazional,e_i,
multiplex,,x_x
multiproprietari,,o_i
multisal,a_e,
mummi,a_e,
mundial,,l_l
mungitor,,e_i
mungitric,e_i,
municipi,,o_i
munificenz,a_e,
munizion,e_i,
muon,,e_i
mur,o_a,o_i
muragli,a_e,
muraglion,,e_i
murales,,s_s
murator,,e_i
muratur,a_e,
murett,,o_i
mus,a_e,o_i
muschi,,o_i
muscol,,o_i
muscolatur,a_e,
muse,,o_i
museruol,a_e,
musett,,o_i
music,a_e,o_i
musical,,l_l
musicant,,e_i
musicassett,a_e,
musichett,a_e,
musicist,a_e,a_i
musicista,a_e,a_i
musicofil,,o_i
musicolog,,o_i
musin,,o_i
mussulman,,o_i
must,,t_t
musulman,a_e,
mut,a_e,o_i
mutament,,o_i
mutand,a_e,
mutandin,a_e,
mutandon,,e_i
mutant,,e_i
mutazion,e_i,
mutevolezz,a_e,
mutilazion,e_i,
mutism,,o_i
mutu,a_e,o_i
mutualist,,a_i
mutuatari,,o_i
mystery,,y_y
nababb,,o_i
nai,a_e,
naif,,f_f
nanett,,o_i
napalm,,m_m
napoletan,a_e,
napp,a_e,
narcis,,o_i
narcisism,,o_i
narcisist,,a_i
narcos,,s_s
narcotrafficant,,e_i
naric,e_i,
narrativ,a_e,
narrator,,e_i
narratric,e_i,
narrazion,e_i,
nas,,o_i
nascit,a_e,
nascitur,a_e,
nascondigli,,o_i
nascondiment,,o_i
nasin,,o_i
nason,,e_i
nastr,,o_i
nastrin,,o_i
nat,,o_i
natal,,e_i
natant,,e_i
nati,a_e,
natic,a_e,
nativ,,o_i
natur,a_e,
naturalezz,a_e,
naturalism,,o_i
naturalist,,a_i
naturalizzazion,e_i,
naturist,,a_i
naufrag,,o_i
naufragi,,o_i
nause,a_e,
nautic,a_e,
nav,e_i,
navat,a_e,
navett,a_e,
navicell,a_e,
navigant,,e_i
navigator,,e_i
navigazion,e_i,
navigli,,o_i
nazi,,i_i
nazifascism,,o_i
nazion,e_i,
nazionale,e_i,e_i
nazionali,e_i,e_i
nazionalism,,o_i
nazionalist,,a_i
nazionalizzazion,e_i,
nazionalsocialism,,o_i
naziskin,,n_n
nazism,,o_i
nazist,,a_i
ne,,o_i
nebbi,a_e,
nebbiolin,a_e,
nebbion,,e_i
necrofil,,o_i
necrofor,,o_i
necrologi,,o_i
necropoli,i_i,
nefandezz,a_e,
nefast,a_e,o_i
negativ,,o_i
negator,,e_i
negazion,e_i,
negligenz,a_e,
negozi,,o_i
negoziant,,e_i
negoziat,,o_i
negoziator,,e_i
negoziazion,e_i,
negoziett,,o_i
negr,,o_i
negrett,,o_i
negrier,,o_i
negritudin,e_i,
nemb,,o_i
nemesi,i_i,
nemic,a_e,o_i
neni,a_e,
neoacquist,,o_i
neoassunt,,o_i
neoavanguardi,a_e,
