Line,"{'+atomic', '+definite'} - definite - a_2","{'-atomic', '+definite'} - definite - i_1","{'+atomic', '+definite'} - definite - o_1","{'+atomic', '-definite'} - definite - a_2","{'+atomic', '-definite'} - definite - o_1","{'-atomic', '+definite'} - definite - e_2","{'+atomic', '-definite'} - definite - a_3","{'+atomic', '+definite'} - definite - o_3",{'+atomic'} - definite - a_2
3087,422.50000000002757,250.49999999999005,378.90000000001766,167.59999999999476,141.19999999999627,234.79999999999094,91.49999999999908,181.69999999999396,26.60000000000011
3088,422.50000000002757,250.59999999999005,379.2000000000177,167.59999999999476,141.29999999999626,234.89999999999094,91.59999999999907,181.89999999999395,26.60000000000011
3089,422.50000000002757,250.69999999999004,379.5000000000178,167.59999999999476,141.39999999999625,234.99999999999093,91.69999999999906,182.09999999999394,26.60000000000011
3090,422.50000000002757,250.79999999999004,379.80000000001786,167.59999999999476,141.49999999999625,235.09999999999093,91.79999999999906,182.29999999999393,26.60000000000011
3091,422.80000000002764,250.89999999999003,379.80000000001786,167.69999999999476,141.49999999999625,235.19999999999092,91.79999999999906,182.29999999999393,26.60000000000011
3092,422.80000000002764,250.89999999999003,379.9000000000179,167.69999999999476,141.59999999999624,235.19999999999092,91.79999999999906,182.29999999999393,26.60000000000011
3093,422.80000000002764,250.89999999999003,380.0000000000179,167.69999999999476,141.69999999999624,235.19999999999092,91.79999999999906,182.29999999999393,26.60000000000011
3094,423.2000000000277,250.99999999999002,380.0000000000179,167.79999999999475,141.69999999999624,235.29999999999092,91.79999999999906,182.29999999999393,26.60000000000011
3095,423.6000000000278,251.09999999999002,380.0000000000179,167.89999999999475,141.69999999999624,235.3999999999909,91.79999999999906,182.29999999999393,26.60000000000011
3096,424.0000000000279,251.19999999999,380.0000000000179,167.99999999999474,141.69999999999624,235.4999999999909,91.79999999999906,182.29999999999393,26.60000000000011
3097,424.300000000028,251.29999999999,380.0000000000179,168.09999999999474,141.69999999999624,235.5999999999909,91.79999999999906,182.29999999999393,26.60000000000011
3098,424.70000000002807,251.39999999999,380.0000000000179,168.19999999999473,141.69999999999624,235.6999999999909,91.79999999999906,182.29999999999393,26.60000000000011
3099,424.70000000002807,251.49999999999,380.300000000018,168.19999999999473,141.79999999999623,235.7999999999909,91.89999999999905,182.49999999999392,26.60000000000011
3100,424.70000000002807,251.49999999999,380.400000000018,168.19999999999473,141.89999999999623,235.7999999999909,91.89999999999905,182.49999999999392,26.60000000000011
3101,424.70000000002807,251.59999999999,380.70000000001806,168.19999999999473,141.99999999999622,235.89999999999088,91.99999999999905,182.6999999999939,26.60000000000011
3102,424.70000000002807,251.59999999999,380.8000000000181,168.19999999999473,142.09999999999621,235.89999999999088,91.99999999999905,182.6999999999939,26.60000000000011
3103,424.70000000002807,251.59999999999,380.9000000000181,168.19999999999473,142.1999999999962,235.89999999999088,91.99999999999905,182.6999999999939,26.60000000000011
3104,424.70000000002807,251.59999999999,381.00000000001813,168.19999999999473,142.2999999999962,235.89999999999088,91.99999999999905,182.6999999999939,26.60000000000011
3105,424.8000000000281,251.59999999999,381.00000000001813,168.39999999999472,142.2999999999962,235.89999999999088,91.99999999999905,182.6999999999939,26.700000000000113
3106,424.9000000000281,251.59999999999,381.10000000001816,168.39999999999472,142.2999999999962,236.09999999999087,91.99999999999905,182.6999999999939,26.700000000000113
3107,425.00000000002814,251.59999999999,381.10000000001816,168.5999999999947,142.2999999999962,236.09999999999087,91.99999999999905,182.6999999999939,26.800000000000114
3108,425.00000000002814,251.59999999999,381.2000000000182,168.5999999999947,142.4999999999962,236.09999999999087,91.99999999999905,182.6999999999939,26.800000000000114
3109,425.3000000000282,251.69999999998998,381.2000000000182,168.6999999999947,142.4999999999962,236.19999999999087,91.99999999999905,182.6999999999939,26.800000000000114
3110,425.3000000000282,251.69999999998998,381.3000000000182,168.6999999999947,142.5999999999962,236.19999999999087,91.99999999999905,182.6999999999939,26.800000000000114
3111,425.3000000000282,251.79999999998998,381.60000000001827,168.6999999999947,142.69999999999618,236.29999999999086,92.09999999999904,182.8999999999939,26.800000000000114
3112,425.3000000000282,251.89999999998997,381.90000000001834,168.6999999999947,142.79999999999617,236.39999999999085,92.19999999999904,183.09999999999388,26.800000000000114
3113,425.40000000002823,251.89999999998997,382.00000000001836,168.6999999999947,142.79999999999617,236.59999999999084,92.19999999999904,183.09999999999388,26.800000000000114
3114,425.8000000000283,251.99999999998997,382.00000000001836,168.7999999999947,142.79999999999617,236.69999999999084,92.19999999999904,183.09999999999388,26.800000000000114
3115,425.8000000000283,252.09999999998996,382.30000000001843,168.7999999999947,142.89999999999617,236.79999999999083,92.29999999999903,183.29999999999387,26.800000000000114
3116,426.2000000000284,252.19999999998996,382.30000000001843,168.8999999999947,142.89999999999617,236.89999999999083,92.29999999999903,183.29999999999387,26.800000000000114
3117,426.2000000000284,252.29999999998995,382.6000000000185,168.8999999999947,142.99999999999616,236.99999999999082,92.39999999999903,183.49999999999386,26.800000000000114
3118,426.30000000002843,252.29999999998995,382.6000000000185,169.19999999999467,142.99999999999616,236.99999999999082,92.39999999999903,183.49999999999386,26.900000000000116
3119,426.30000000002843,252.39999999998994,382.90000000001857,169.19999999999467,143.09999999999616,237.0999999999908,92.49999999999902,183.69999999999385,26.900000000000116
3120,426.30000000002843,252.49999999998994,383.20000000001863,169.19999999999467,143.19999999999615,237.1999999999908,92.59999999999901,183.89999999999384,26.900000000000116
3121,426.7000000000285,252.59999999998993,383.20000000001863,169.29999999999467,143.19999999999615,237.2999999999908,92.59999999999901,183.89999999999384,26.900000000000116
3122,426.7000000000285,252.69999999998993,383.6000000000187,169.29999999999467,143.29999999999615,237.3999999999908,92.69999999999901,184.09999999999383,26.900000000000116
3123,426.7000000000285,252.79999999998992,383.9000000000188,169.29999999999467,143.39999999999614,237.4999999999908,92.799999999999,184.29999999999382,26.900000000000116
3124,426.7000000000285,252.79999999998992,384.0000000000188,169.29999999999467,143.49999999999613,237.4999999999908,92.799999999999,184.29999999999382,26.900000000000116
3125,426.7000000000285,252.89999999998992,384.4000000000189,169.29999999999467,143.59999999999613,237.59999999999079,92.899999999999,184.4999999999938,26.900000000000116
3126,427.0000000000286,252.9999999999899,384.4000000000189,169.39999999999466,143.59999999999613,237.69999999999078,92.899999999999,184.4999999999938,26.900000000000116
3127,427.1000000000286,252.9999999999899,384.4000000000189,169.59999999999465,143.59999999999613,237.69999999999078,92.899999999999,184.4999999999938,27.000000000000117
3128,427.1000000000286,253.0999999999899,384.700000000019,169.59999999999465,143.69999999999612,237.79999999999077,92.99999999999899,184.6999999999938,27.000000000000117
3129,427.1000000000286,253.0999999999899,384.800000000019,169.59999999999465,143.79999999999612,237.79999999999077,92.99999999999899,184.6999999999938,27.000000000000117
3130,427.5000000000287,253.1999999999899,384.800000000019,169.69999999999465,143.79999999999612,237.89999999999077,92.99999999999899,184.6999999999938,27.000000000000117
3131,427.60000000002873,253.3999999999899,384.900000000019,169.69999999999465,143.79999999999612,237.89999999999077,92.99999999999899,184.6999999999938,27.000000000000117
3132,427.60000000002873,253.49999999998988,385.2000000000191,169.69999999999465,143.8999999999961,237.99999999999076,93.09999999999899,184.89999999999378,27.000000000000117
3133,428.0000000000288,253.59999999998988,385.2000000000191,169.79999999999464,143.8999999999961,238.09999999999076,93.09999999999899,184.89999999999378,27.000000000000117
3134,428.10000000002884,253.79999999998986,385.3000000000191,169.79999999999464,143.8999999999961,238.09999999999076,93.09999999999899,184.89999999999378,27.000000000000117
3135,428.50000000002893,253.89999999998986,385.3000000000191,169.89999999999463,143.8999999999961,238.19999999999075,93.09999999999899,184.89999999999378,27.000000000000117
3136,428.50000000002893,253.99999999998985,385.7000000000192,169.89999999999463,143.9999999999961,238.29999999999075,93.19999999999898,185.09999999999377,27.000000000000117
3137,428.50000000002893,253.99999999998985,385.8000000000192,169.89999999999463,144.0999999999961,238.29999999999075,93.19999999999898,185.09999999999377,27.000000000000117
3138,428.60000000002896,254.29999999998984,385.90000000001925,169.89999999999463,144.0999999999961,238.29999999999075,93.19999999999898,185.09999999999377,27.000000000000117
3139,428.700000000029,254.29999999998984,386.00000000001927,169.89999999999463,144.0999999999961,238.49999999999073,93.19999999999898,185.09999999999377,27.000000000000117
3140,428.700000000029,254.39999999998983,386.30000000001934,169.89999999999463,144.1999999999961,238.59999999999073,93.29999999999897,185.29999999999376,27.000000000000117
3141,428.700000000029,254.39999999998983,386.30000000001934,169.89999999999463,144.1999999999961,238.59999999999073,93.29999999999897,185.29999999999376,27.000000000000117
3142,429.00000000002905,254.49999999998983,386.30000000001934,169.99999999999463,144.1999999999961,238.69999999999072,93.29999999999897,185.29999999999376,27.000000000000117
3143,429.10000000002907,254.49999999998983,386.40000000001936,169.99999999999463,144.1999999999961,238.8999999999907,93.29999999999897,185.29999999999376,27.000000000000117
3144,429.10000000002907,254.59999999998982,386.70000000001943,169.99999999999463,144.2999999999961,238.9999999999907,93.39999999999897,185.49999999999375,27.000000000000117
3145,429.10000000002907,254.59999999998982,386.80000000001945,169.99999999999463,144.39999999999608,238.9999999999907,93.39999999999897,185.49999999999375,27.000000000000117
3146,429.2000000000291,254.7999999999898,386.9000000000195,169.99999999999463,144.39999999999608,238.9999999999907,93.39999999999897,185.49999999999375,27.000000000000117
3147,429.50000000002916,254.8999999999898,386.9000000000195,170.09999999999462,144.39999999999608,239.0999999999907,93.39999999999897,185.49999999999375,27.000000000000117
3148,429.50000000002916,254.9999999999898,387.20000000001954,170.09999999999462,144.49999999999608,239.1999999999907,93.49999999999896,185.69999999999374,27.000000000000117
3149,429.6000000000292,254.9999999999898,387.20000000001954,170.2999999999946,144.49999999999608,239.1999999999907,93.49999999999896,185.69999999999374,27.10000000000012
3150,430.0000000000293,255.0999999999898,387.20000000001954,170.3999999999946,144.49999999999608,239.2999999999907,93.49999999999896,185.69999999999374,27.10000000000012
3151,430.40000000002937,255.19999999998979,387.20000000001954,170.4999999999946,144.49999999999608,239.39999999999068,93.49999999999896,185.69999999999374,27.10000000000012
3152,430.40000000002937,255.19999999998979,387.30000000001957,170.4999999999946,144.59999999999607,239.39999999999068,93.49999999999896,185.69999999999374,27.10000000000012
3153,430.80000000002946,255.29999999998978,387.30000000001957,170.5999999999946,144.59999999999607,239.49999999999068,93.49999999999896,185.69999999999374,27.10000000000012
3154,431.1000000000295,255.39999999998977,387.30000000001957,170.6999999999946,144.59999999999607,239.59999999999067,93.49999999999896,185.69999999999374,27.10000000000012
3155,431.1000000000295,255.49999999998977,387.60000000001963,170.6999999999946,144.69999999999607,239.69999999999067,93.59999999999896,185.89999999999372,27.10000000000012
3156,431.1000000000295,255.59999999998976,387.9000000000197,170.6999999999946,144.79999999999606,239.79999999999066,93.69999999999895,186.0999999999937,27.10000000000012
3157,431.5000000000296,255.69999999998976,387.9000000000197,170.79999999999458,144.79999999999606,239.89999999999065,93.69999999999895,186.0999999999937,27.10000000000012
3158,431.9000000000297,255.79999999998975,387.9000000000197,170.89999999999458,144.79999999999606,239.99999999999065,93.69999999999895,186.0999999999937,27.10000000000012
3159,431.9000000000297,255.79999999998975,388.0000000000197,170.89999999999458,144.89999999999606,239.99999999999065,93.69999999999895,186.0999999999937,27.10000000000012
3160,432.3000000000298,255.89999999998975,388.0000000000197,170.99999999999457,144.89999999999606,240.09999999999064,93.69999999999895,186.0999999999937,27.10000000000012
3161,432.3000000000298,255.99999999998974,388.3000000000198,170.99999999999457,144.99999999999605,240.19999999999064,93.79999999999895,186.2999999999937,27.10000000000012
3162,432.3000000000298,255.99999999998974,388.4000000000198,170.99999999999457,145.09999999999604,240.19999999999064,93.79999999999895,186.2999999999937,27.10000000000012
3163,432.4000000000298,256.19999999998976,388.50000000001984,170.99999999999457,145.09999999999604,240.19999999999064,93.79999999999895,186.2999999999937,27.10000000000012
3164,432.50000000002984,256.3999999999898,388.60000000001986,170.99999999999457,145.09999999999604,240.19999999999064,93.79999999999895,186.2999999999937,27.10000000000012
3165,432.8000000000299,256.4999999999898,388.60000000001986,171.09999999999457,145.09999999999604,240.29999999999063,93.79999999999895,186.2999999999937,27.10000000000012
3166,433.10000000003,256.59999999998985,388.60000000001986,171.19999999999456,145.09999999999604,240.39999999999063,93.79999999999895,186.2999999999937,27.10000000000012
3167,433.10000000003,256.69999999998987,388.90000000001993,171.19999999999456,145.19999999999604,240.49999999999062,93.89999999999894,186.4999999999937,27.10000000000012
3168,433.10000000003,256.69999999998987,389.00000000001995,171.19999999999456,145.29999999999603,240.49999999999062,93.89999999999894,186.4999999999937,27.10000000000012
3169,433.10000000003,256.69999999998987,389.10000000002,171.19999999999456,145.39999999999603,240.49999999999062,93.89999999999894,186.4999999999937,27.10000000000012
3170,433.10000000003,256.69999999998987,389.20000000002,171.19999999999456,145.49999999999602,240.49999999999062,93.89999999999894,186.4999999999937,27.10000000000012
3171,433.40000000003005,256.7999999999899,389.20000000002,171.29999999999455,145.49999999999602,240.59999999999062,93.89999999999894,186.4999999999937,27.10000000000012
3172,433.7000000000301,256.8999999999899,389.20000000002,171.39999999999455,145.49999999999602,240.6999999999906,93.89999999999894,186.4999999999937,27.10000000000012
3173,433.7000000000301,256.8999999999899,389.30000000002,171.39999999999455,145.59999999999602,240.6999999999906,93.89999999999894,186.4999999999937,27.10000000000012
3174,433.7000000000301,256.99999999998994,389.6000000000201,171.39999999999455,145.699999999996,240.7999999999906,93.99999999999893,186.69999999999368,27.10000000000012
3175,433.7000000000301,257.09999999998996,389.90000000002016,171.39999999999455,145.799999999996,240.8999999999906,94.09999999999893,186.89999999999367,27.10000000000012
3176,433.7000000000301,257.19999999999,390.2000000000202,171.39999999999455,145.899999999996,240.9999999999906,94.19999999999892,187.09999999999366,27.10000000000012
3177,433.7000000000301,257.29999999999,390.5000000000203,171.39999999999455,145.999999999996,241.0999999999906,94.29999999999892,187.29999999999364,27.10000000000012
3178,433.80000000003014,257.29999999999,390.5000000000203,171.59999999999454,145.999999999996,241.0999999999906,94.29999999999892,187.29999999999364,27.20000000000012
3179,433.80000000003014,257.39999999999003,390.80000000002036,171.59999999999454,146.099999999996,241.19999999999058,94.39999999999891,187.49999999999363,27.20000000000012
3180,434.20000000003023,257.49999999999005,390.80000000002036,171.69999999999453,146.099999999996,241.29999999999058,94.39999999999891,187.49999999999363,27.20000000000012
3181,434.20000000003023,257.49999999999005,390.9000000000204,171.69999999999453,146.19999999999598,241.29999999999058,94.39999999999891,187.49999999999363,27.20000000000012
3182,434.6000000000303,257.5999999999901,390.9000000000204,171.79999999999453,146.19999999999598,241.39999999999057,94.39999999999891,187.49999999999363,27.20000000000012
3183,434.9000000000304,257.6999999999901,390.9000000000204,171.89999999999452,146.19999999999598,241.49999999999056,94.39999999999891,187.49999999999363,27.20000000000012
3184,434.9000000000304,257.6999999999901,391.0000000000204,171.89999999999452,146.29999999999598,241.49999999999056,94.39999999999891,187.49999999999363,27.20000000000012
3185,435.20000000003046,257.7999999999901,391.0000000000204,171.99999999999451,146.29999999999598,241.59999999999056,94.39999999999891,187.49999999999363,27.20000000000012
3186,435.20000000003046,257.89999999999014,391.3000000000205,171.99999999999451,146.39999999999597,241.69999999999055,94.4999999999989,187.69999999999362,27.20000000000012
3187,435.3000000000305,257.89999999999014,391.4000000000205,171.99999999999451,146.39999999999597,241.99999999999054,94.4999999999989,187.69999999999362,27.20000000000012
3188,435.3000000000305,257.99999999999017,391.70000000002057,171.99999999999451,146.49999999999596,242.09999999999053,94.5999999999989,187.8999999999936,27.20000000000012
3189,435.3000000000305,257.99999999999017,391.8000000000206,171.99999999999451,146.59999999999596,242.09999999999053,94.5999999999989,187.8999999999936,27.20000000000012
3190,435.60000000003055,258.0999999999902,391.8000000000206,172.0999999999945,146.59999999999596,242.19999999999052,94.5999999999989,187.8999999999936,27.20000000000012
3191,435.60000000003055,258.0999999999902,391.9000000000206,172.0999999999945,146.69999999999595,242.19999999999052,94.5999999999989,187.8999999999936,27.20000000000012
3192,436.00000000003064,258.1999999999902,391.9000000000206,172.1999999999945,146.69999999999595,242.29999999999052,94.5999999999989,187.8999999999936,27.20000000000012
3193,436.00000000003064,258.29999999999023,392.2000000000207,172.1999999999945,146.79999999999595,242.3999999999905,94.6999999999989,188.0999999999936,27.20000000000012
3194,436.40000000003073,258.39999999999026,392.2000000000207,172.2999999999945,146.79999999999595,242.4999999999905,94.6999999999989,188.0999999999936,27.20000000000012
3195,436.8000000000308,258.4999999999903,392.2000000000207,172.3999999999945,146.79999999999595,242.5999999999905,94.6999999999989,188.0999999999936,27.20000000000012
3196,436.8000000000308,258.5999999999903,392.50000000002075,172.3999999999945,146.89999999999594,242.6999999999905,94.79999999999889,188.2999999999936,27.20000000000012
3197,436.8000000000308,258.5999999999903,392.60000000002077,172.3999999999945,146.99999999999594,242.6999999999905,94.79999999999889,188.2999999999936,27.20000000000012
3198,437.2000000000309,258.6999999999903,392.60000000002077,172.4999999999945,146.99999999999594,242.7999999999905,94.79999999999889,188.2999999999936,27.20000000000012
3199,437.600000000031,258.79999999999035,392.60000000002077,172.59999999999448,146.99999999999594,242.89999999999048,94.79999999999889,188.2999999999936,27.20000000000012
3200,437.90000000003107,258.89999999999037,392.60000000002077,172.69999999999447,146.99999999999594,242.99999999999048,94.79999999999889,188.2999999999936,27.20000000000012
3201,438.30000000003116,258.9999999999904,392.60000000002077,172.79999999999447,146.99999999999594,243.09999999999047,94.79999999999889,188.2999999999936,27.20000000000012
3202,438.70000000003125,259.0999999999904,392.60000000002077,172.89999999999446,146.99999999999594,243.19999999999047,94.79999999999889,188.2999999999936,27.20000000000012
3203,438.70000000003125,259.19999999999044,393.00000000002086,172.89999999999446,147.09999999999593,243.29999999999046,94.89999999999888,188.49999999999358,27.20000000000012
3204,439.10000000003134,259.29999999999046,393.00000000002086,172.99999999999446,147.09999999999593,243.39999999999046,94.89999999999888,188.49999999999358,27.20000000000012
3205,439.50000000003143,259.3999999999905,393.00000000002086,173.09999999999445,147.09999999999593,243.49999999999045,94.89999999999888,188.49999999999358,27.20000000000012
3206,439.60000000003146,259.59999999999053,393.1000000000209,173.09999999999445,147.09999999999593,243.49999999999045,94.89999999999888,188.49999999999358,27.20000000000012
3207,439.60000000003146,259.69999999999055,393.40000000002095,173.09999999999445,147.19999999999592,243.59999999999044,94.99999999999888,188.69999999999357,27.20000000000012
3208,440.00000000003155,259.7999999999906,393.40000000002095,173.19999999999445,147.19999999999592,243.69999999999044,94.99999999999888,188.69999999999357,27.20000000000012
3209,440.10000000003157,259.9999999999906,393.500000000021,173.19999999999445,147.19999999999592,243.69999999999044,94.99999999999888,188.69999999999357,27.20000000000012
3210,440.10000000003157,260.09999999999064,393.80000000002104,173.19999999999445,147.29999999999592,243.79999999999043,95.09999999999887,188.89999999999355,27.20000000000012
3211,440.10000000003157,260.19999999999067,394.1000000000211,173.19999999999445,147.3999999999959,243.89999999999043,95.19999999999887,189.09999999999354,27.20000000000012
3212,440.50000000003166,260.2999999999907,394.1000000000211,173.29999999999444,147.3999999999959,243.99999999999042,95.19999999999887,189.09999999999354,27.20000000000012
3213,440.50000000003166,260.3999999999907,394.4000000000212,173.29999999999444,147.4999999999959,244.09999999999042,95.29999999999886,189.29999999999353,27.20000000000012
3214,440.50000000003166,260.49999999999073,394.70000000002125,173.29999999999444,147.5999999999959,244.1999999999904,95.39999999999885,189.49999999999352,27.20000000000012
3215,440.50000000003166,260.59999999999076,395.10000000002134,173.29999999999444,147.6999999999959,244.2999999999904,95.49999999999885,189.6999999999935,27.20000000000012
3216,440.50000000003166,260.6999999999908,395.4000000000214,173.29999999999444,147.7999999999959,244.3999999999904,95.59999999999884,189.8999999999935,27.20000000000012
3217,440.50000000003166,260.7999999999908,395.7000000000215,173.29999999999444,147.89999999999588,244.4999999999904,95.69999999999884,190.09999999999349,27.20000000000012
3218,440.90000000003175,260.8999999999908,395.7000000000215,173.39999999999444,147.89999999999588,244.5999999999904,95.69999999999884,190.09999999999349,27.20000000000012
3219,441.30000000003184,260.99999999999085,395.7000000000215,173.49999999999443,147.89999999999588,244.69999999999038,95.69999999999884,190.09999999999349,27.20000000000012
3220,441.70000000003193,261.09999999999087,395.7000000000215,173.59999999999442,147.89999999999588,244.79999999999038,95.69999999999884,190.09999999999349,27.20000000000012
3221,441.70000000003193,261.1999999999909,396.00000000002154,173.59999999999442,147.99999999999588,244.89999999999037,95.79999999999883,190.29999999999347,27.20000000000012
3222,442.000000000032,261.2999999999909,396.00000000002154,173.69999999999442,147.99999999999588,244.99999999999037,95.79999999999883,190.29999999999347,27.20000000000012
3223,442.000000000032,261.39999999999094,396.3000000000216,173.69999999999442,148.09999999999587,245.09999999999036,95.89999999999883,190.49999999999346,27.20000000000012
3224,442.100000000032,261.599999999991,396.40000000002163,173.69999999999442,148.09999999999587,245.09999999999036,95.89999999999883,190.49999999999346,27.20000000000012
3225,442.20000000003205,261.79999999999103,396.50000000002166,173.69999999999442,148.09999999999587,245.09999999999036,95.89999999999883,190.49999999999346,27.20000000000012
3226,442.20000000003205,261.89999999999105,396.8000000000217,173.69999999999442,148.19999999999587,245.19999999999035,95.99999999999882,190.69999999999345,27.20000000000012
3227,442.60000000003214,261.9999999999911,396.8000000000217,173.7999999999944,148.19999999999587,245.29999999999035,95.99999999999882,190.69999999999345,27.20000000000012
3228,442.70000000003216,261.9999999999911,396.90000000002175,173.7999999999944,148.19999999999587,245.49999999999034,95.99999999999882,190.69999999999345,27.20000000000012
3229,442.8000000000322,261.9999999999911,397.00000000002177,173.7999999999944,148.19999999999587,245.79999999999032,95.99999999999882,190.69999999999345,27.20000000000012
3230,442.9000000000322,262.1999999999911,397.1000000000218,173.7999999999944,148.19999999999587,245.79999999999032,95.99999999999882,190.69999999999345,27.20000000000012
3231,442.9000000000322,262.1999999999911,397.2000000000218,173.7999999999944,148.29999999999586,245.79999999999032,95.99999999999882,190.69999999999345,27.20000000000012
3232,442.9000000000322,262.1999999999911,397.30000000002184,173.7999999999944,148.39999999999586,245.79999999999032,95.99999999999882,190.69999999999345,27.20000000000012
3233,443.00000000003223,262.39999999999117,397.40000000002186,173.7999999999944,148.39999999999586,245.79999999999032,95.99999999999882,190.69999999999345,27.20000000000012
3234,443.00000000003223,262.4999999999912,397.70000000002193,173.7999999999944,148.49999999999585,245.8999999999903,96.09999999999881,190.89999999999344,27.20000000000012
3235,443.10000000003225,262.79999999999126,397.80000000002195,173.7999999999944,148.49999999999585,245.8999999999903,96.09999999999881,190.89999999999344,27.20000000000012
3236,443.2000000000323,262.9999999999913,397.900000000022,173.7999999999944,148.49999999999585,245.8999999999903,96.09999999999881,190.89999999999344,27.20000000000012
3237,443.2000000000323,263.0999999999913,398.20000000002204,173.7999999999944,148.59999999999584,245.9999999999903,96.19999999999881,191.09999999999343,27.20000000000012
3238,443.3000000000323,263.3999999999914,398.30000000002207,173.7999999999944,148.59999999999584,245.9999999999903,96.19999999999881,191.09999999999343,27.20000000000012
3239,443.4000000000323,263.59999999999144,398.4000000000221,173.7999999999944,148.59999999999584,245.9999999999903,96.19999999999881,191.09999999999343,27.20000000000012
3240,443.4000000000323,263.69999999999146,398.70000000002216,173.7999999999944,148.69999999999584,246.0999999999903,96.2999999999988,191.29999999999342,27.20000000000012
3241,443.50000000003234,263.8999999999915,398.8000000000222,173.7999999999944,148.69999999999584,246.0999999999903,96.2999999999988,191.29999999999342,27.20000000000012
3242,443.60000000003237,264.09999999999155,398.9000000000222,173.7999999999944,148.69999999999584,246.0999999999903,96.2999999999988,191.29999999999342,27.20000000000012
3243,443.90000000003243,264.1999999999916,398.9000000000222,173.8999999999944,148.69999999999584,246.1999999999903,96.2999999999988,191.29999999999342,27.20000000000012
3244,444.3000000000325,264.2999999999916,398.9000000000222,173.9999999999944,148.69999999999584,246.2999999999903,96.2999999999988,191.29999999999342,27.20000000000012
3245,444.3000000000325,264.3999999999916,399.20000000002227,173.9999999999944,148.79999999999583,246.39999999999029,96.3999999999988,191.4999999999934,27.20000000000012
3246,444.40000000003255,264.3999999999916,399.20000000002227,174.1999999999944,148.79999999999583,246.39999999999029,96.3999999999988,191.4999999999934,27.30000000000012
3247,444.40000000003255,264.49999999999164,399.50000000002234,174.1999999999944,148.89999999999583,246.49999999999028,96.49999999999879,191.6999999999934,27.30000000000012
3248,444.7000000000326,264.59999999999167,399.50000000002234,174.29999999999438,148.89999999999583,246.59999999999027,96.49999999999879,191.6999999999934,27.30000000000012
3249,445.1000000000327,264.6999999999917,399.50000000002234,174.39999999999438,148.89999999999583,246.69999999999027,96.49999999999879,191.6999999999934,27.30000000000012
3250,445.20000000003273,264.6999999999917,399.50000000002234,174.69999999999436,148.89999999999583,246.69999999999027,96.49999999999879,191.6999999999934,27.400000000000123
3251,445.20000000003273,264.6999999999917,399.60000000002236,174.69999999999436,148.99999999999582,246.69999999999027,96.49999999999879,191.6999999999934,27.400000000000123
3252,445.6000000000328,264.7999999999917,399.60000000002236,174.79999999999436,148.99999999999582,246.79999999999026,96.49999999999879,191.6999999999934,27.400000000000123
3253,445.6000000000328,264.89999999999173,399.90000000002243,174.79999999999436,149.09999999999582,246.89999999999026,96.59999999999879,191.89999999999338,27.400000000000123
3254,445.6000000000328,264.99999999999176,400.3000000000225,174.79999999999436,149.1999999999958,246.99999999999025,96.69999999999878,192.09999999999337,27.400000000000123
3255,446.0000000000329,265.0999999999918,400.3000000000225,174.89999999999435,149.1999999999958,247.09999999999025,96.69999999999878,192.09999999999337,27.400000000000123
3256,446.400000000033,265.1999999999918,400.3000000000225,174.99999999999434,149.1999999999958,247.19999999999024,96.69999999999878,192.09999999999337,27.400000000000123
3257,446.400000000033,265.2999999999918,400.6000000000226,174.99999999999434,149.2999999999958,247.29999999999023,96.79999999999878,192.29999999999336,27.400000000000123
3258,446.70000000003307,265.39999999999185,400.6000000000226,175.09999999999434,149.2999999999958,247.39999999999023,96.79999999999878,192.29999999999336,27.400000000000123
3259,446.70000000003307,265.49999999999187,400.90000000002266,175.09999999999434,149.3999999999958,247.49999999999022,96.89999999999877,192.49999999999335,27.400000000000123
3260,447.00000000003314,265.5999999999919,400.90000000002266,175.19999999999433,149.3999999999958,247.59999999999022,96.89999999999877,192.49999999999335,27.400000000000123
3261,447.40000000003323,265.6999999999919,400.90000000002266,175.29999999999433,149.3999999999958,247.6999999999902,96.89999999999877,192.49999999999335,27.400000000000123
3262,447.40000000003323,265.6999999999919,401.0000000000227,175.29999999999433,149.4999999999958,247.6999999999902,96.89999999999877,192.49999999999335,27.400000000000123
3263,447.8000000000333,265.79999999999194,401.0000000000227,175.39999999999432,149.4999999999958,247.7999999999902,96.89999999999877,192.49999999999335,27.400000000000123
3264,448.2000000000334,265.89999999999196,401.0000000000227,175.49999999999432,149.4999999999958,247.8999999999902,96.89999999999877,192.49999999999335,27.400000000000123
3265,448.6000000000335,265.999999999992,401.0000000000227,175.5999999999943,149.4999999999958,247.9999999999902,96.89999999999877,192.49999999999335,27.400000000000123
3266,449.0000000000336,266.099999999992,401.0000000000227,175.6999999999943,149.4999999999958,248.0999999999902,96.89999999999877,192.49999999999335,27.400000000000123
3267,449.30000000003366,266.19999999999203,401.0000000000227,175.7999999999943,149.4999999999958,248.19999999999018,96.89999999999877,192.49999999999335,27.400000000000123
3268,449.30000000003366,266.29999999999205,401.30000000002275,175.7999999999943,149.5999999999958,248.29999999999018,96.99999999999876,192.69999999999334,27.400000000000123
3269,449.30000000003366,266.29999999999205,401.40000000002277,175.7999999999943,149.79999999999578,248.29999999999018,96.99999999999876,192.69999999999334,27.400000000000123
3270,449.70000000003375,266.3999999999921,401.40000000002277,175.8999999999943,149.79999999999578,248.39999999999017,96.99999999999876,192.69999999999334,27.400000000000123
