Line,"{'+definite', '+atomic'} - definite - a_2","{'+definite', '-atomic'} - definite - e_1","{'+definite', '+atomic'} - definite - o_2","{'-definite', '+atomic', '-feminine'} - definite - o_2","{'-definite', '+atomic'} - definite - o_2","{'+feminine', '-definite', '+atomic'} - definite - a_2","{'-definite', '+atomic', '-feminine'} - definite - o_3","{'+feminine', '-definite', '+atomic'} - definite - a_3","{'+feminine', '-definite', '+atomic'} - definite - a_4","{'+feminine', '+definite', '+atomic'} - definite - a_4","{'+definite', '-atomic', '-feminine'} - definite - i_2","{'+definite', '-atomic', '-feminine'} - definite - i_3","{'+feminine', '+definite', '-atomic'} - definite - e_2","{'+definite', '+atomic', '-feminine'} - definite - o_3","{'+feminine', '+definite', '-atomic'} - definite - e_4","{'+definite', '+atomic', '-feminine'} - definite - o_2","{'+definite', '-atomic', '-feminine'} - definite - i_4","{'+feminine', '+definite', '+atomic'} - definite - a_3","{'+definite', '-atomic'} - definite - i_4","{'-definite', '+atomic'} - definite - a_2","{'+feminine', '+definite', '+atomic'} - definite - a_2"
469,24.700000000000085,5.299999999999998,27.700000000000127,10.099999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.50000000000001,25.8000000000001,17.29999999999998,17.199999999999978,9.299999999999985,8.699999999999987,9.899999999999983,8.999999999999986,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
470,24.700000000000085,5.299999999999998,27.80000000000013,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.50000000000001,25.8000000000001,17.29999999999998,17.199999999999978,9.299999999999985,8.699999999999987,9.899999999999983,8.999999999999986,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
471,24.700000000000085,5.299999999999998,27.80000000000013,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.50000000000001,25.8000000000001,17.29999999999998,17.199999999999978,9.499999999999984,8.699999999999987,9.899999999999983,8.999999999999986,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
472,24.800000000000086,5.299999999999998,27.90000000000013,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.600000000000012,26.100000000000104,17.499999999999982,17.199999999999978,9.499999999999984,8.799999999999986,9.999999999999982,9.099999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
473,24.900000000000087,5.299999999999998,28.00000000000013,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.700000000000014,26.40000000000011,17.699999999999985,17.199999999999978,9.499999999999984,8.899999999999986,10.099999999999982,9.199999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
474,24.900000000000087,5.299999999999998,28.00000000000013,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.800000000000015,26.40000000000011,17.699999999999985,17.199999999999978,9.499999999999984,8.899999999999986,10.099999999999982,9.199999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
475,24.900000000000087,5.299999999999998,28.00000000000013,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.800000000000015,26.40000000000011,17.699999999999985,17.199999999999978,9.699999999999983,8.899999999999986,10.099999999999982,9.199999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
476,25.00000000000009,5.299999999999998,28.100000000000133,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.800000000000015,26.40000000000011,17.699999999999985,17.39999999999998,9.699999999999983,8.899999999999986,10.099999999999982,9.199999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
477,25.00000000000009,5.299999999999998,28.100000000000133,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.800000000000015,26.40000000000011,17.699999999999985,17.39999999999998,9.799999999999983,8.899999999999986,10.099999999999982,9.199999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
478,25.00000000000009,5.299999999999998,28.100000000000133,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.800000000000015,26.40000000000011,17.699999999999985,17.39999999999998,9.899999999999983,8.899999999999986,10.199999999999982,9.199999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
479,25.10000000000009,5.299999999999998,28.200000000000134,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.900000000000016,26.700000000000113,17.99999999999999,17.39999999999998,9.899999999999983,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
480,25.10000000000009,5.299999999999998,28.200000000000134,10.199999999999982,2.300000000000001,8.899999999999986,8.999999999999986,15.999999999999961,8.399999999999988,19.900000000000016,26.700000000000113,17.99999999999999,17.39999999999998,10.099999999999982,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
481,25.20000000000009,5.299999999999998,28.200000000000134,10.199999999999982,2.300000000000001,8.999999999999986,9.099999999999985,16.199999999999964,8.499999999999988,20.000000000000018,26.700000000000113,17.99999999999999,17.39999999999998,10.099999999999982,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
482,25.20000000000009,5.299999999999998,28.300000000000136,10.299999999999981,2.300000000000001,8.999999999999986,9.099999999999985,16.199999999999964,8.499999999999988,20.000000000000018,26.700000000000113,17.99999999999999,17.39999999999998,10.099999999999982,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
483,25.300000000000093,5.299999999999998,28.300000000000136,10.299999999999981,2.300000000000001,9.099999999999985,9.199999999999985,16.399999999999967,8.599999999999987,20.10000000000002,26.700000000000113,17.99999999999999,17.39999999999998,10.099999999999982,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
484,25.400000000000095,5.299999999999998,28.400000000000137,10.299999999999981,2.300000000000001,9.099999999999985,9.199999999999985,16.399999999999967,8.599999999999987,20.10000000000002,26.700000000000113,17.99999999999999,17.599999999999984,10.099999999999982,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
485,25.400000000000095,5.299999999999998,28.50000000000014,10.39999999999998,2.300000000000001,9.099999999999985,9.199999999999985,16.399999999999967,8.599999999999987,20.10000000000002,26.700000000000113,17.99999999999999,17.599999999999984,10.099999999999982,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
486,25.400000000000095,5.299999999999998,28.50000000000014,10.39999999999998,2.300000000000001,9.099999999999985,9.199999999999985,16.399999999999967,8.599999999999987,20.10000000000002,26.700000000000113,17.99999999999999,17.599999999999984,10.299999999999981,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
487,25.400000000000095,5.299999999999998,28.50000000000014,10.39999999999998,2.300000000000001,9.099999999999985,9.199999999999985,16.399999999999967,8.599999999999987,20.10000000000002,26.700000000000113,17.99999999999999,17.599999999999984,10.39999999999998,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
488,25.400000000000095,5.299999999999998,28.50000000000014,10.39999999999998,2.300000000000001,9.099999999999985,9.199999999999985,16.399999999999967,8.599999999999987,20.10000000000002,26.700000000000113,17.99999999999999,17.599999999999984,10.39999999999998,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
489,25.500000000000096,5.299999999999998,28.50000000000014,10.39999999999998,2.300000000000001,9.199999999999985,9.299999999999985,16.59999999999997,8.699999999999987,20.20000000000002,26.700000000000113,17.99999999999999,17.599999999999984,10.39999999999998,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.6000000000000005
490,25.500000000000096,5.299999999999998,28.50000000000014,10.39999999999998,2.300000000000001,9.199999999999985,9.299999999999985,16.59999999999997,8.699999999999987,20.20000000000002,26.700000000000113,17.99999999999999,17.599999999999984,10.39999999999998,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
491,25.600000000000097,5.299999999999998,28.60000000000014,10.39999999999998,2.300000000000001,9.199999999999985,9.299999999999985,16.59999999999997,8.699999999999987,20.20000000000002,26.700000000000113,17.99999999999999,17.899999999999988,10.39999999999998,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
492,25.7000000000001,5.299999999999998,28.60000000000014,10.39999999999998,2.300000000000001,9.399999999999984,9.399999999999984,16.799999999999972,8.799999999999986,20.300000000000022,26.700000000000113,17.99999999999999,17.899999999999988,10.39999999999998,8.999999999999986,10.299999999999981,9.299999999999985,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
493,25.8000000000001,5.299999999999998,28.70000000000014,10.39999999999998,2.300000000000001,9.399999999999984,9.399999999999984,16.799999999999972,8.799999999999986,20.400000000000023,27.000000000000117,18.199999999999992,17.899999999999988,10.39999999999998,9.099999999999985,10.39999999999998,9.399999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
494,25.9000000000001,5.299999999999998,28.70000000000014,10.39999999999998,2.300000000000001,9.499999999999984,9.499999999999984,16.999999999999975,8.999999999999986,20.500000000000025,27.000000000000117,18.199999999999992,17.899999999999988,10.39999999999998,9.099999999999985,10.39999999999998,9.399999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
495,25.9000000000001,5.299999999999998,28.800000000000143,10.49999999999998,2.300000000000001,9.499999999999984,9.499999999999984,16.999999999999975,8.999999999999986,20.500000000000025,27.000000000000117,18.199999999999992,17.899999999999988,10.39999999999998,9.099999999999985,10.39999999999998,9.399999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
496,26.000000000000103,5.299999999999998,28.900000000000144,10.49999999999998,2.300000000000001,9.499999999999984,9.499999999999984,16.999999999999975,8.999999999999986,20.500000000000025,27.000000000000117,18.199999999999992,18.09999999999999,10.39999999999998,9.099999999999985,10.39999999999998,9.399999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
497,26.100000000000104,5.299999999999998,29.000000000000146,10.49999999999998,2.300000000000001,9.499999999999984,9.499999999999984,16.999999999999975,8.999999999999986,20.600000000000026,27.30000000000012,18.499999999999996,18.09999999999999,10.39999999999998,9.199999999999985,10.49999999999998,9.499999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
498,26.100000000000104,5.299999999999998,29.000000000000146,10.49999999999998,2.300000000000001,9.499999999999984,9.499999999999984,16.999999999999975,8.999999999999986,20.600000000000026,27.30000000000012,18.499999999999996,18.09999999999999,10.49999999999998,9.199999999999985,10.59999999999998,9.499999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
499,26.200000000000106,5.299999999999998,29.000000000000146,10.49999999999998,2.300000000000001,9.599999999999984,9.599999999999984,17.199999999999978,9.099999999999985,20.700000000000028,27.30000000000012,18.499999999999996,18.09999999999999,10.49999999999998,9.199999999999985,10.59999999999998,9.499999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
500,26.300000000000107,5.299999999999998,29.100000000000147,10.49999999999998,2.300000000000001,9.599999999999984,9.599999999999984,17.199999999999978,9.099999999999985,20.700000000000028,27.30000000000012,18.499999999999996,18.299999999999994,10.49999999999998,9.199999999999985,10.59999999999998,9.499999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
501,26.300000000000107,5.299999999999998,29.100000000000147,10.49999999999998,2.300000000000001,9.599999999999984,9.599999999999984,17.199999999999978,9.099999999999985,20.700000000000028,27.30000000000012,18.499999999999996,18.299999999999994,10.49999999999998,9.199999999999985,10.59999999999998,9.499999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
502,26.40000000000011,5.299999999999998,29.100000000000147,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,20.80000000000003,27.30000000000012,18.499999999999996,18.299999999999994,10.49999999999998,9.199999999999985,10.59999999999998,9.499999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
503,26.50000000000011,5.299999999999998,29.20000000000015,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,20.90000000000003,27.600000000000126,18.7,18.299999999999994,10.49999999999998,9.299999999999985,10.69999999999998,9.599999999999984,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
504,26.60000000000011,5.299999999999998,29.30000000000015,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,21.000000000000032,27.90000000000013,19.000000000000004,18.299999999999994,10.49999999999998,9.399999999999984,10.79999999999998,9.699999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
505,26.700000000000113,5.299999999999998,29.40000000000015,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,21.000000000000032,27.90000000000013,19.000000000000004,18.499999999999996,10.49999999999998,9.399999999999984,10.79999999999998,9.699999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
506,26.800000000000114,5.299999999999998,29.500000000000153,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,21.000000000000032,27.90000000000013,19.000000000000004,18.7,10.49999999999998,9.399999999999984,10.79999999999998,9.699999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
507,26.800000000000114,5.299999999999998,29.500000000000153,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,21.100000000000033,27.90000000000013,19.000000000000004,18.7,10.49999999999998,9.399999999999984,10.79999999999998,9.699999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
508,26.900000000000116,5.299999999999998,29.600000000000154,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,21.100000000000033,27.90000000000013,19.000000000000004,19.000000000000004,10.49999999999998,9.399999999999984,10.79999999999998,9.699999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
509,26.900000000000116,5.299999999999998,29.600000000000154,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,21.200000000000035,27.90000000000013,19.000000000000004,19.000000000000004,10.49999999999998,9.399999999999984,10.79999999999998,9.699999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
510,27.000000000000117,5.299999999999998,29.700000000000156,10.49999999999998,2.300000000000001,9.699999999999983,9.699999999999983,17.39999999999998,9.199999999999985,21.300000000000036,28.300000000000136,19.200000000000006,19.000000000000004,10.49999999999998,9.499999999999984,10.899999999999979,9.799999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
511,27.10000000000012,5.299999999999998,29.700000000000156,10.49999999999998,2.300000000000001,9.799999999999983,9.799999999999983,17.699999999999985,9.299999999999985,21.400000000000038,28.300000000000136,19.200000000000006,19.000000000000004,10.49999999999998,9.499999999999984,10.899999999999979,9.799999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
512,27.20000000000012,5.299999999999998,29.800000000000157,10.49999999999998,2.300000000000001,9.799999999999983,9.799999999999983,17.699999999999985,9.299999999999985,21.50000000000004,28.60000000000014,19.40000000000001,19.000000000000004,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
513,27.20000000000012,5.299999999999998,29.800000000000157,10.49999999999998,2.300000000000001,9.799999999999983,9.799999999999983,17.699999999999985,9.299999999999985,21.50000000000004,28.60000000000014,19.40000000000001,19.000000000000004,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
514,27.20000000000012,5.299999999999998,29.90000000000016,10.59999999999998,2.300000000000001,9.799999999999983,9.799999999999983,17.699999999999985,9.299999999999985,21.50000000000004,28.60000000000014,19.40000000000001,19.000000000000004,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
515,27.30000000000012,5.299999999999998,29.90000000000016,10.59999999999998,2.300000000000001,9.899999999999983,9.899999999999983,17.899999999999988,9.399999999999984,21.60000000000004,28.60000000000014,19.40000000000001,19.000000000000004,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
516,27.400000000000123,5.299999999999998,30.00000000000016,10.59999999999998,2.300000000000001,9.899999999999983,9.899999999999983,17.899999999999988,9.399999999999984,21.60000000000004,28.60000000000014,19.40000000000001,19.200000000000006,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
517,27.400000000000123,5.299999999999998,30.00000000000016,10.59999999999998,2.300000000000001,9.899999999999983,9.899999999999983,17.899999999999988,9.399999999999984,21.700000000000042,28.60000000000014,19.40000000000001,19.200000000000006,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
518,27.400000000000123,5.299999999999998,30.00000000000016,10.59999999999998,2.300000000000001,9.899999999999983,9.899999999999983,17.899999999999988,9.399999999999984,21.700000000000042,28.60000000000014,19.40000000000001,19.200000000000006,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
519,27.500000000000124,5.299999999999998,30.00000000000016,10.59999999999998,2.300000000000001,9.999999999999982,9.999999999999982,18.09999999999999,9.499999999999984,21.800000000000043,28.60000000000014,19.40000000000001,19.200000000000006,10.49999999999998,9.599999999999984,10.999999999999979,9.899999999999983,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
520,27.600000000000126,5.299999999999998,30.10000000000016,10.59999999999998,2.300000000000001,9.999999999999982,9.999999999999982,18.09999999999999,9.499999999999984,21.900000000000045,29.000000000000146,19.600000000000012,19.200000000000006,10.49999999999998,9.699999999999983,11.099999999999978,9.999999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
521,27.700000000000127,5.299999999999998,30.200000000000163,10.59999999999998,2.300000000000001,9.999999999999982,9.999999999999982,18.09999999999999,9.499999999999984,21.900000000000045,29.000000000000146,19.600000000000012,19.40000000000001,10.49999999999998,9.699999999999983,11.099999999999978,9.999999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
522,27.80000000000013,5.299999999999998,30.200000000000163,10.59999999999998,2.300000000000001,10.099999999999982,10.099999999999982,18.299999999999994,9.599999999999984,22.000000000000046,29.000000000000146,19.600000000000012,19.40000000000001,10.49999999999998,9.699999999999983,11.099999999999978,9.999999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
523,27.90000000000013,5.299999999999998,30.300000000000164,10.59999999999998,2.300000000000001,10.099999999999982,10.099999999999982,18.299999999999994,9.599999999999984,22.100000000000048,29.40000000000015,19.800000000000015,19.40000000000001,10.49999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
524,27.90000000000013,5.299999999999998,30.300000000000164,10.59999999999998,2.300000000000001,10.099999999999982,10.099999999999982,18.299999999999994,9.599999999999984,22.100000000000048,29.40000000000015,19.800000000000015,19.40000000000001,10.49999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
525,27.90000000000013,5.299999999999998,30.300000000000164,10.59999999999998,2.300000000000001,10.099999999999982,10.099999999999982,18.299999999999994,9.599999999999984,22.100000000000048,29.40000000000015,19.800000000000015,19.40000000000001,10.49999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
526,28.00000000000013,5.299999999999998,30.300000000000164,10.59999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.20000000000005,29.40000000000015,19.800000000000015,19.40000000000001,10.49999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
527,28.00000000000013,5.299999999999998,30.300000000000164,10.59999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.20000000000005,29.40000000000015,19.800000000000015,19.40000000000001,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
528,28.100000000000133,5.299999999999998,30.400000000000166,10.59999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.20000000000005,29.40000000000015,19.800000000000015,19.600000000000012,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
529,28.100000000000133,5.299999999999998,30.400000000000166,10.59999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.30000000000005,29.40000000000015,19.800000000000015,19.600000000000012,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
530,28.200000000000134,5.299999999999998,30.500000000000167,10.59999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.30000000000005,29.40000000000015,19.800000000000015,19.800000000000015,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
531,28.200000000000134,5.299999999999998,30.60000000000017,10.69999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.30000000000005,29.40000000000015,19.800000000000015,19.800000000000015,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
532,28.200000000000134,5.299999999999998,30.70000000000017,10.79999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.30000000000005,29.40000000000015,19.800000000000015,19.800000000000015,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
533,28.300000000000136,5.299999999999998,30.80000000000017,10.79999999999998,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.30000000000005,29.40000000000015,19.800000000000015,20.000000000000018,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
534,28.300000000000136,5.299999999999998,30.900000000000173,10.899999999999979,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.30000000000005,29.40000000000015,19.800000000000015,20.000000000000018,10.59999999999998,9.799999999999983,11.199999999999978,10.099999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
535,28.400000000000137,5.299999999999998,31.000000000000174,10.899999999999979,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.400000000000052,29.800000000000157,20.000000000000018,20.000000000000018,10.59999999999998,9.899999999999983,11.299999999999978,10.199999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
536,28.400000000000137,5.299999999999998,31.000000000000174,10.899999999999979,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.400000000000052,29.800000000000157,20.000000000000018,20.000000000000018,10.59999999999998,9.899999999999983,11.299999999999978,10.199999999999982,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
537,28.50000000000014,5.299999999999998,31.100000000000176,10.899999999999979,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.500000000000053,30.10000000000016,20.20000000000002,20.000000000000018,10.59999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
538,28.50000000000014,5.299999999999998,31.100000000000176,10.899999999999979,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.500000000000053,30.10000000000016,20.20000000000002,20.000000000000018,10.69999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
539,28.50000000000014,5.299999999999998,31.100000000000176,10.899999999999979,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.500000000000053,30.10000000000016,20.20000000000002,20.000000000000018,10.69999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
540,28.50000000000014,5.299999999999998,31.100000000000176,10.899999999999979,2.300000000000001,10.199999999999982,10.199999999999982,18.499999999999996,9.699999999999983,22.500000000000053,30.10000000000016,20.20000000000002,20.000000000000018,10.79999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
541,28.60000000000014,5.299999999999998,31.100000000000176,10.899999999999979,2.300000000000001,10.299999999999981,10.299999999999981,18.7,9.899999999999983,22.600000000000055,30.10000000000016,20.20000000000002,20.000000000000018,10.79999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
542,28.60000000000014,5.299999999999998,31.200000000000177,10.999999999999979,2.300000000000001,10.299999999999981,10.299999999999981,18.7,9.899999999999983,22.600000000000055,30.10000000000016,20.20000000000002,20.000000000000018,10.79999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
543,28.60000000000014,5.299999999999998,31.200000000000177,10.999999999999979,2.300000000000001,10.299999999999981,10.299999999999981,18.7,9.899999999999983,22.600000000000055,30.10000000000016,20.20000000000002,20.000000000000018,10.79999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
544,28.70000000000014,5.299999999999998,31.200000000000177,10.999999999999979,2.300000000000001,10.39999999999998,10.39999999999998,19.000000000000004,9.999999999999982,22.700000000000056,30.10000000000016,20.20000000000002,20.000000000000018,10.79999999999998,9.999999999999982,11.399999999999977,10.299999999999981,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
545,28.800000000000143,5.299999999999998,31.30000000000018,10.999999999999979,2.300000000000001,10.39999999999998,10.39999999999998,19.000000000000004,9.999999999999982,22.800000000000058,30.400000000000166,20.400000000000023,20.000000000000018,10.79999999999998,10.099999999999982,11.499999999999977,10.39999999999998,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
546,28.800000000000143,5.299999999999998,31.40000000000018,11.199999999999978,2.300000000000001,10.39999999999998,10.39999999999998,19.000000000000004,9.999999999999982,22.800000000000058,30.400000000000166,20.400000000000023,20.000000000000018,10.79999999999998,10.099999999999982,11.499999999999977,10.39999999999998,1.8000000000000007,2.100000000000001,2.100000000000001,1.7000000000000006
