Line,"{'+definite', '+atomic'} - definite - a_2","{'+definite', '-atomic'} - definite - e_1","{'+definite', '+atomic'} - definite - o_2","{'-definite', '+atomic', '-feminine'} - definite - o_2","{'-definite', '+atomic'} - definite - o_2","{'+feminine', '-definite', '+atomic'} - definite - a_2","{'-definite', '+atomic', '-feminine'} - definite - o_3","{'+feminine', '-definite', '+atomic'} - definite - a_3","{'+feminine', '-definite', '+atomic'} - definite - a_4","{'+feminine', '+definite', '+atomic'} - definite - a_4","{'+definite', '-atomic', '-feminine'} - definite - i_2","{'+definite', '-atomic', '-feminine'} - definite - i_3","{'+feminine', '+definite', '-atomic'} - definite - e_2","{'+definite', '+atomic', '-feminine'} - definite - o_3","{'+feminine', '+definite', '-atomic'} - definite - e_4","{'+definite', '+atomic', '-feminine'} - definite - o_2","{'+definite', '-atomic', '-feminine'} - definite - i_4","{'+feminine', '+definite', '+atomic'} - definite - a_3","{'+definite', '-atomic'} - definite - i_4","{'-definite', '+atomic'} - definite - a_2","{'+feminine', '+definite', '+atomic'} - definite - a_2"
136,7.9999999999999885,4.000000000000003,10.79999999999998,3.8000000000000025,2.300000000000001,2.7000000000000015,3.500000000000002,4.500000000000001,2.7000000000000015,5.799999999999996,6.999999999999992,4.8999999999999995,5.499999999999997,3.0000000000000018,2.5000000000000013,3.200000000000002,2.7000000000000015,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
137,8.099999999999989,4.000000000000003,10.899999999999979,3.8000000000000025,2.300000000000001,2.7000000000000015,3.500000000000002,4.500000000000001,2.7000000000000015,5.899999999999996,7.399999999999991,5.099999999999999,5.499999999999997,3.0000000000000018,2.6000000000000014,3.300000000000002,2.8000000000000016,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
138,8.199999999999989,4.300000000000002,10.999999999999979,3.8000000000000025,2.300000000000001,2.7000000000000015,3.500000000000002,4.500000000000001,2.7000000000000015,5.999999999999996,7.399999999999991,5.199999999999998,5.499999999999997,3.0000000000000018,2.6000000000000014,3.300000000000002,2.8000000000000016,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
139,8.299999999999988,4.300000000000002,10.999999999999979,3.8000000000000025,2.300000000000001,2.8000000000000016,3.6000000000000023,4.7,2.8000000000000016,6.099999999999995,7.399999999999991,5.199999999999998,5.499999999999997,3.0000000000000018,2.6000000000000014,3.300000000000002,2.8000000000000016,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
140,8.399999999999988,4.6000000000000005,11.099999999999978,3.8000000000000025,2.300000000000001,2.8000000000000016,3.6000000000000023,4.7,2.8000000000000016,6.199999999999995,7.399999999999991,5.299999999999998,5.499999999999997,3.0000000000000018,2.7000000000000015,3.300000000000002,2.8000000000000016,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
141,8.499999999999988,4.6000000000000005,11.199999999999978,3.8000000000000025,2.300000000000001,2.8000000000000016,3.6000000000000023,4.7,2.8000000000000016,6.2999999999999945,7.6999999999999895,5.599999999999997,5.499999999999997,3.0000000000000018,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
142,8.599999999999987,4.6000000000000005,11.199999999999978,3.8000000000000025,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.0000000000000018,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
143,8.599999999999987,4.6000000000000005,11.199999999999978,3.8000000000000025,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.200000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
144,8.599999999999987,4.6000000000000005,11.299999999999978,3.9000000000000026,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.200000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
145,8.599999999999987,4.6000000000000005,11.299999999999978,3.9000000000000026,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.400000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
146,8.599999999999987,4.6000000000000005,11.399999999999977,4.000000000000003,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.400000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
147,8.599999999999987,4.6000000000000005,11.399999999999977,4.000000000000003,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.400000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
148,8.599999999999987,4.6000000000000005,11.399999999999977,4.000000000000003,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.400000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
149,8.599999999999987,4.6000000000000005,11.399999999999977,4.000000000000003,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.499999999999997,3.400000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
150,8.699999999999987,4.6000000000000005,11.499999999999977,4.000000000000003,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.399999999999994,7.6999999999999895,5.599999999999997,5.699999999999997,3.400000000000002,2.8000000000000016,3.400000000000002,2.9000000000000017,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
151,8.799999999999986,4.6000000000000005,11.599999999999977,4.000000000000003,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.499999999999994,8.099999999999989,5.799999999999996,5.699999999999997,3.400000000000002,2.9000000000000017,3.500000000000002,3.0000000000000018,1.8000000000000007,1.8000000000000007,2.100000000000001,1.5000000000000004
152,8.899999999999986,4.6000000000000005,11.699999999999976,4.000000000000003,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.599999999999993,8.099999999999989,5.799999999999996,5.699999999999997,3.400000000000002,2.9000000000000017,3.500000000000002,3.100000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
153,8.899999999999986,4.6000000000000005,11.799999999999976,4.100000000000002,2.300000000000001,2.9000000000000017,3.7000000000000024,4.8999999999999995,2.9000000000000017,6.599999999999993,8.099999999999989,5.799999999999996,5.699999999999997,3.400000000000002,2.9000000000000017,3.500000000000002,3.100000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
154,8.999999999999986,4.6000000000000005,11.799999999999976,4.100000000000002,2.300000000000001,3.0000000000000018,3.8000000000000025,5.099999999999999,3.0000000000000018,6.699999999999993,8.099999999999989,5.799999999999996,5.699999999999997,3.400000000000002,2.9000000000000017,3.500000000000002,3.100000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
155,9.099999999999985,4.6000000000000005,11.899999999999975,4.100000000000002,2.300000000000001,3.0000000000000018,3.8000000000000025,5.099999999999999,3.0000000000000018,6.799999999999993,8.499999999999988,5.999999999999996,5.699999999999997,3.400000000000002,3.0000000000000018,3.6000000000000023,3.200000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
156,9.099999999999985,4.6000000000000005,11.899999999999975,4.100000000000002,2.300000000000001,3.0000000000000018,3.8000000000000025,5.099999999999999,3.0000000000000018,6.799999999999993,8.499999999999988,5.999999999999996,5.699999999999997,3.500000000000002,3.0000000000000018,3.6000000000000023,3.200000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
157,9.199999999999985,4.6000000000000005,11.899999999999975,4.100000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,6.899999999999992,8.499999999999988,5.999999999999996,5.699999999999997,3.500000000000002,3.0000000000000018,3.6000000000000023,3.200000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
158,9.199999999999985,4.6000000000000005,11.899999999999975,4.100000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,6.899999999999992,8.499999999999988,5.999999999999996,5.699999999999997,3.6000000000000023,3.0000000000000018,3.7000000000000024,3.200000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
159,9.199999999999985,4.6000000000000005,11.899999999999975,4.100000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,6.899999999999992,8.499999999999988,5.999999999999996,5.699999999999997,3.7000000000000024,3.0000000000000018,3.7000000000000024,3.200000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
160,9.199999999999985,4.6000000000000005,11.899999999999975,4.100000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,6.999999999999992,8.499999999999988,5.999999999999996,5.699999999999997,3.7000000000000024,3.0000000000000018,3.7000000000000024,3.200000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
161,9.199999999999985,4.6000000000000005,11.999999999999975,4.200000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,6.999999999999992,8.499999999999988,5.999999999999996,5.699999999999997,3.7000000000000024,3.0000000000000018,3.7000000000000024,3.200000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
162,9.299999999999985,4.6000000000000005,12.099999999999975,4.200000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,7.099999999999992,8.799999999999986,6.199999999999995,5.699999999999997,3.7000000000000024,3.100000000000002,3.8000000000000025,3.300000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
163,9.399999999999984,4.6000000000000005,12.199999999999974,4.200000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,7.199999999999991,9.199999999999985,6.399999999999994,5.699999999999997,3.7000000000000024,3.200000000000002,3.9000000000000026,3.400000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
164,9.399999999999984,4.6000000000000005,12.299999999999974,4.300000000000002,2.300000000000001,3.100000000000002,3.9000000000000026,5.299999999999998,3.200000000000002,7.199999999999991,9.199999999999985,6.399999999999994,5.699999999999997,3.7000000000000024,3.200000000000002,3.9000000000000026,3.400000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
165,9.499999999999984,4.6000000000000005,12.299999999999974,4.300000000000002,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.299999999999991,9.199999999999985,6.399999999999994,5.699999999999997,3.7000000000000024,3.200000000000002,3.9000000000000026,3.400000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
166,9.599999999999984,4.6000000000000005,12.399999999999974,4.300000000000002,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.299999999999991,9.199999999999985,6.399999999999994,5.899999999999996,3.7000000000000024,3.200000000000002,3.9000000000000026,3.400000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
167,9.699999999999983,4.6000000000000005,12.499999999999973,4.300000000000002,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.399999999999991,9.499999999999984,6.599999999999993,5.899999999999996,3.7000000000000024,3.300000000000002,4.000000000000003,3.6000000000000023,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
168,9.799999999999983,4.6000000000000005,12.599999999999973,4.300000000000002,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.49999999999999,9.799999999999983,6.799999999999993,5.899999999999996,3.7000000000000024,3.400000000000002,4.100000000000002,3.7000000000000024,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
169,9.899999999999983,4.6000000000000005,12.699999999999973,4.300000000000002,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.49999999999999,9.799999999999983,6.799999999999993,6.199999999999995,3.7000000000000024,3.400000000000002,4.100000000000002,3.7000000000000024,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
170,9.999999999999982,4.6000000000000005,12.799999999999972,4.300000000000002,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.59999999999999,10.099999999999982,6.999999999999992,6.199999999999995,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
171,9.999999999999982,4.6000000000000005,12.899999999999972,4.400000000000001,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.59999999999999,10.099999999999982,6.999999999999992,6.199999999999995,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
172,10.099999999999982,4.6000000000000005,12.999999999999972,4.400000000000001,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.59999999999999,10.099999999999982,6.999999999999992,6.399999999999994,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
173,10.099999999999982,4.6000000000000005,12.999999999999972,4.400000000000001,2.300000000000001,3.200000000000002,4.000000000000003,5.499999999999997,3.300000000000002,7.59999999999999,10.099999999999982,6.999999999999992,6.399999999999994,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
174,10.199999999999982,4.6000000000000005,12.999999999999972,4.400000000000001,2.300000000000001,3.300000000000002,4.100000000000002,5.699999999999997,3.400000000000002,7.6999999999999895,10.099999999999982,6.999999999999992,6.399999999999994,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
175,10.299999999999981,4.6000000000000005,12.999999999999972,4.400000000000001,2.300000000000001,3.400000000000002,4.200000000000002,5.899999999999996,3.500000000000002,7.799999999999989,10.099999999999982,6.999999999999992,6.399999999999994,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
176,10.39999999999998,4.7,12.999999999999972,4.400000000000001,2.300000000000001,3.400000000000002,4.200000000000002,5.899999999999996,3.500000000000002,7.899999999999989,10.099999999999982,6.999999999999992,6.399999999999994,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
177,10.49999999999998,4.7,12.999999999999972,4.400000000000001,2.300000000000001,3.500000000000002,4.300000000000002,6.099999999999995,3.6000000000000023,7.9999999999999885,10.099999999999982,6.999999999999992,6.399999999999994,3.7000000000000024,3.500000000000002,4.200000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
178,10.49999999999998,4.7,12.999999999999972,4.400000000000001,2.300000000000001,3.500000000000002,4.300000000000002,6.099999999999995,3.6000000000000023,7.9999999999999885,10.099999999999982,6.999999999999992,6.399999999999994,3.8000000000000025,3.500000000000002,4.300000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
179,10.59999999999998,4.7,12.999999999999972,4.400000000000001,2.300000000000001,3.7000000000000024,4.400000000000001,6.2999999999999945,3.7000000000000024,8.099999999999989,10.099999999999982,6.999999999999992,6.399999999999994,3.8000000000000025,3.500000000000002,4.300000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
180,10.59999999999998,4.7,12.999999999999972,4.400000000000001,2.300000000000001,3.7000000000000024,4.400000000000001,6.2999999999999945,3.7000000000000024,8.199999999999989,10.099999999999982,6.999999999999992,6.399999999999994,3.8000000000000025,3.500000000000002,4.300000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
181,10.69999999999998,4.999999999999999,13.099999999999971,4.400000000000001,2.300000000000001,3.7000000000000024,4.400000000000001,6.2999999999999945,3.7000000000000024,8.299999999999988,10.099999999999982,7.099999999999992,6.399999999999994,3.8000000000000025,3.500000000000002,4.300000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
182,10.69999999999998,4.999999999999999,13.19999999999997,4.6000000000000005,2.300000000000001,3.7000000000000024,4.400000000000001,6.2999999999999945,3.7000000000000024,8.299999999999988,10.099999999999982,7.099999999999992,6.399999999999994,3.8000000000000025,3.500000000000002,4.300000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
183,10.79999999999998,4.999999999999999,13.29999999999997,4.6000000000000005,2.300000000000001,3.7000000000000024,4.400000000000001,6.2999999999999945,3.7000000000000024,8.299999999999988,10.099999999999982,7.099999999999992,6.599999999999993,3.8000000000000025,3.500000000000002,4.300000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
184,10.899999999999979,4.999999999999999,13.29999999999997,4.6000000000000005,2.300000000000001,3.8000000000000025,4.500000000000001,6.499999999999994,3.8000000000000025,8.399999999999988,10.099999999999982,7.099999999999992,6.599999999999993,3.8000000000000025,3.500000000000002,4.300000000000002,3.8000000000000025,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
185,10.999999999999979,4.999999999999999,13.39999999999997,4.6000000000000005,2.300000000000001,3.8000000000000025,4.500000000000001,6.499999999999994,3.8000000000000025,8.499999999999988,10.39999999999998,7.299999999999991,6.599999999999993,3.8000000000000025,3.6000000000000023,4.400000000000001,3.9000000000000026,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
186,11.099999999999978,4.999999999999999,13.39999999999997,4.6000000000000005,2.300000000000001,3.9000000000000026,4.6000000000000005,6.699999999999993,3.9000000000000026,8.599999999999987,10.39999999999998,7.299999999999991,6.599999999999993,3.8000000000000025,3.6000000000000023,4.400000000000001,3.9000000000000026,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
187,11.199999999999978,4.999999999999999,13.39999999999997,4.6000000000000005,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.699999999999987,10.39999999999998,7.299999999999991,6.599999999999993,3.8000000000000025,3.6000000000000023,4.400000000000001,3.9000000000000026,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
188,11.199999999999978,4.999999999999999,13.39999999999997,4.6000000000000005,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.799999999999986,10.39999999999998,7.299999999999991,6.599999999999993,3.8000000000000025,3.6000000000000023,4.400000000000001,3.9000000000000026,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
189,11.199999999999978,4.999999999999999,13.39999999999997,4.6000000000000005,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.799999999999986,10.39999999999998,7.299999999999991,6.599999999999993,3.8000000000000025,3.6000000000000023,4.400000000000001,3.9000000000000026,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
190,11.299999999999978,4.999999999999999,13.49999999999997,4.6000000000000005,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.799999999999986,10.39999999999998,7.299999999999991,6.799999999999993,3.8000000000000025,3.6000000000000023,4.400000000000001,3.9000000000000026,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
191,11.399999999999977,4.999999999999999,13.59999999999997,4.6000000000000005,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.899999999999986,10.79999999999998,7.49999999999999,6.799999999999993,3.8000000000000025,3.7000000000000024,4.500000000000001,4.000000000000003,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
192,11.399999999999977,4.999999999999999,13.699999999999969,4.7,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.899999999999986,10.79999999999998,7.49999999999999,6.799999999999993,3.8000000000000025,3.7000000000000024,4.500000000000001,4.000000000000003,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
193,11.499999999999977,5.299999999999998,13.799999999999969,4.7,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.999999999999986,10.79999999999998,7.59999999999999,6.899999999999992,3.8000000000000025,3.7000000000000024,4.500000000000001,4.000000000000003,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
194,11.499999999999977,5.299999999999998,13.799999999999969,4.7,2.300000000000001,4.100000000000002,4.7,6.899999999999992,4.000000000000003,8.999999999999986,10.79999999999998,7.59999999999999,6.899999999999992,3.9000000000000026,3.7000000000000024,4.6000000000000005,4.000000000000003,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
195,11.599999999999977,5.299999999999998,13.799999999999969,4.7,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.099999999999985,10.79999999999998,7.59999999999999,6.899999999999992,3.9000000000000026,3.7000000000000024,4.6000000000000005,4.000000000000003,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
196,11.599999999999977,5.299999999999998,13.799999999999969,4.7,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.099999999999985,10.79999999999998,7.59999999999999,6.899999999999992,4.100000000000002,3.7000000000000024,4.6000000000000005,4.000000000000003,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
197,11.699999999999976,5.299999999999998,13.899999999999968,4.7,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.199999999999985,11.099999999999978,7.799999999999989,6.899999999999992,4.100000000000002,3.8000000000000025,4.7,4.100000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
198,11.699999999999976,5.299999999999998,13.999999999999968,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.199999999999985,11.099999999999978,7.799999999999989,6.899999999999992,4.100000000000002,3.8000000000000025,4.7,4.100000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
199,11.799999999999976,5.299999999999998,14.099999999999968,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.299999999999985,11.399999999999977,7.9999999999999885,6.899999999999992,4.100000000000002,3.9000000000000026,4.8,4.300000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
200,11.799999999999976,5.299999999999998,14.099999999999968,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.299999999999985,11.399999999999977,7.9999999999999885,6.899999999999992,4.100000000000002,3.9000000000000026,4.8,4.300000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
201,11.899999999999975,5.299999999999998,14.199999999999967,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.299999999999985,11.399999999999977,7.9999999999999885,7.099999999999992,4.100000000000002,3.9000000000000026,4.8,4.300000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
202,11.899999999999975,5.299999999999998,14.199999999999967,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.299999999999985,11.399999999999977,7.9999999999999885,7.099999999999992,4.100000000000002,3.9000000000000026,4.8,4.300000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
203,11.899999999999975,5.299999999999998,14.199999999999967,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.399999999999984,11.399999999999977,7.9999999999999885,7.099999999999992,4.100000000000002,3.9000000000000026,4.8,4.300000000000002,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
204,11.999999999999975,5.299999999999998,14.299999999999967,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.499999999999984,11.799999999999976,8.199999999999989,7.099999999999992,4.100000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
205,11.999999999999975,5.299999999999998,14.299999999999967,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.499999999999984,11.799999999999976,8.199999999999989,7.099999999999992,4.100000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
206,11.999999999999975,5.299999999999998,14.299999999999967,4.8,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.499999999999984,11.799999999999976,8.199999999999989,7.099999999999992,4.200000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
207,11.999999999999975,5.299999999999998,14.399999999999967,4.999999999999999,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.499999999999984,11.799999999999976,8.199999999999989,7.099999999999992,4.200000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
208,11.999999999999975,5.299999999999998,14.399999999999967,4.999999999999999,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.499999999999984,11.799999999999976,8.199999999999989,7.099999999999992,4.300000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
209,11.999999999999975,5.299999999999998,14.399999999999967,4.999999999999999,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.499999999999984,11.799999999999976,8.199999999999989,7.099999999999992,4.300000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
210,12.099999999999975,5.299999999999998,14.499999999999966,4.999999999999999,2.300000000000001,4.200000000000002,4.8,7.099999999999992,4.100000000000002,9.499999999999984,11.799999999999976,8.199999999999989,7.299999999999991,4.300000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
211,12.199999999999974,5.299999999999998,14.499999999999966,4.999999999999999,2.300000000000001,4.300000000000002,4.8999999999999995,7.399999999999991,4.200000000000002,9.599999999999984,11.799999999999976,8.199999999999989,7.299999999999991,4.300000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
212,12.299999999999974,5.299999999999998,14.499999999999966,4.999999999999999,2.300000000000001,4.400000000000001,4.999999999999999,7.59999999999999,4.300000000000002,9.699999999999983,11.799999999999976,8.199999999999989,7.299999999999991,4.300000000000002,4.000000000000003,4.8999999999999995,4.400000000000001,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
